Num,GameID,DateTime,PlayerNum
78,550,2020-08-17 0:00,16290
79,550,2020-08-18 0:00,16269
80,550,2020-08-19 0:00,15915
81,550,2020-08-20 0:00,15706
82,550,2020-08-21 0:00,16332
83,550,2020-08-22 0:00,17940
84,550,2020-08-23 0:00,17533
85,550,2020-08-24 0:00,15600
86,550,2020-08-25 0:00,15092
87,550,2020-08-26 0:00,15629
88,550,2020-08-27 0:00,15968
89,550,2020-08-28 0:00,17780
90,550,2020-08-29 0:00,18878
91,550,2020-08-30 0:00,18322
92,550,2020-08-31 0:00,16102
93,550,2020-09-01 0:00,15927
94,550,2020-09-02 0:00,15636
95,550,2020-09-03 0:00,15552
96,550,2020-09-04 0:00,17252
97,550,2020-09-05 0:00,19082
98,550,2020-09-06 0:00,18211
99,550,2020-09-07 0:00,15892
100,550,2020-09-08 0:00,15716
101,550,2020-09-09 0:00,15669
102,550,2020-09-10 0:00,15919
103,550,2020-09-11 0:00,18459
104,550,2020-09-12 0:00,20834
105,550,2020-09-13 0:00,18564
106,550,2020-09-14 0:00,15996
107,550,2020-09-15 0:00,14772
108,550,2020-09-16 0:00,14889
109,550,2020-09-17 0:00,16176
110,550,2020-09-18 0:00,19720
111,550,2020-09-19 0:00,22816
112,550,2020-09-20 0:00,20696
113,550,2020-09-21 0:00,17906
114,550,2020-09-22 0:00,17754
115,550,2020-09-23 0:00,17901
116,550,2020-09-24 0:00,49062
117,550,2020-09-25 0:00,89105
118,550,2020-09-26 0:00,102631
119,550,2020-09-27 0:00,97254
120,550,2020-09-28 0:00,82308
121,550,2020-09-29 0:00,63509
122,550,2020-09-30 0:00,57840
123,550,2020-10-01 0:00,48340
124,550,2020-10-02 0:00,47861
125,550,2020-10-03 0:00,48544
126,550,2020-10-04 0:00,43979
127,550,2020-10-05 0:00,36038
128,550,2020-10-06 0:00,35317
129,550,2020-10-07 0:00,33829
130,550,2020-10-08 0:00,30403
131,550,2020-10-09 0:00,33163
132,550,2020-10-10 0:00,37469
133,550,2020-10-11 0:00,32096
134,550,2020-10-12 0:00,26511
135,550,2020-10-13 0:00,26374
136,550,2020-10-14 0:00,25944
137,550,2020-10-15 0:00,25754
138,550,2020-10-16 0:00,29732
139,550,2020-10-17 0:00,32049
140,550,2020-10-18 0:00,28378
141,550,2020-10-19 0:00,23137
142,550,2020-10-20 0:00,22767
143,550,2020-10-21 0:00,22215
144,550,2020-10-22 0:00,22546
145,550,2020-10-23 0:00,26408
146,550,2020-10-24 0:00,28687
147,550,2020-10-25 0:00,25347
148,550,2020-10-26 0:00,20554
149,550,2020-10-27 0:00,20394
150,550,2020-10-28 0:00,20698
151,550,2020-10-29 0:00,20533
152,550,2020-10-30 0:00,31587
153,550,2020-10-31 0:00,36699
154,550,2020-11-01 0:00,37558
155,550,2020-11-02 0:00,33795
156,550,2020-11-03 0:00,30829
157,550,2020-11-04 0:00,28386
158,550,2020-11-05 0:00,26433
159,550,2020-11-06 0:00,30854
160,550,2020-11-07 0:00,32398
161,550,2020-11-08 0:00,27549
162,550,2020-11-09 0:00,22237
163,550,2020-11-10 0:00,21452
164,550,2020-11-11 0:00,20744
165,550,2020-11-12 0:00,20671
166,550,2020-11-13 0:00,24958
167,550,2020-11-14 0:00,28068
168,550,2020-11-15 0:00,23829
169,550,2020-11-16 0:00,19636
170,550,2020-11-17 0:00,19760
171,550,2020-11-18 0:00,19257
172,550,2020-11-19 0:00,19544
173,550,2020-11-20 0:00,23653
174,550,2020-11-21 0:00,26958
175,550,2020-11-22 0:00,23237
176,550,2020-11-23 0:00,19108
177,550,2020-11-24 0:00,18564
178,550,2020-11-25 0:00,18758
179,550,2020-11-26 0:00,25635
180,550,2020-11-27 0:00,34859
181,550,2020-11-28 0:00,40263
182,550,2020-11-29 0:00,36479
183,550,2020-11-30 0:00,32675
184,550,2020-12-01 0:00,32071
185,550,2020-12-02 0:00,28930
186,550,2020-12-03 0:00,27102
187,730,2020-06-01 0:00,1011177
188,730,2020-06-02 0:00,937580
189,730,2020-06-03 0:00,932760
190,730,2020-06-04 0:00,934448
191,730,2020-06-05 0:00,957636
192,730,2020-06-06 0:00,929395
193,730,2020-06-07 0:00,920203
194,730,2020-06-08 0:00,892104
195,730,2020-06-09 0:00,887230
196,730,2020-06-10 0:00,891906
197,730,2020-06-11 0:00,901667
198,730,2020-06-12 0:00,899776
199,730,2020-06-13 0:00,895775
200,730,2020-06-14 0:00,903070
201,730,2020-06-15 0:00,881845
202,730,2020-06-16 0:00,886728
203,730,2020-06-17 0:00,911994
204,730,2020-06-18 0:00,911574
205,730,2020-06-19 0:00,913403
206,730,2020-06-20 0:00,888537
207,730,2020-06-21 0:00,928180
208,730,2020-06-22 0:00,907735
209,730,2020-06-23 0:00,881345
210,730,2020-06-24 0:00,920470
211,730,2020-06-25 0:00,871671
212,730,2020-06-26 0:00,857056
213,730,2020-06-27 0:00,814327
214,730,2020-06-28 0:00,861860
215,730,2020-06-29 0:00,868848
216,730,2020-06-30 0:00,842219
217,730,2020-07-01 0:00,843328
218,730,2020-07-02 0:00,851382
219,730,2020-07-03 0:00,857806
220,730,2020-07-04 0:00,828139
221,730,2020-07-05 0:00,860341
222,730,2020-07-06 0:00,851345
223,730,2020-07-07 0:00,855458
224,730,2020-07-08 0:00,861948
225,730,2020-07-09 0:00,837672
226,730,2020-07-10 0:00,841988
227,730,2020-07-11 0:00,842185
228,730,2020-07-12 0:00,852054
229,730,2020-07-13 0:00,856898
230,730,2020-07-14 0:00,855750
231,730,2020-07-15 0:00,828038
232,730,2020-07-16 0:00,836648
233,730,2020-07-17 0:00,824560
234,730,2020-07-18 0:00,820206
235,730,2020-07-19 0:00,839501
236,730,2020-07-20 0:00,842220
237,730,2020-07-21 0:00,840672
238,730,2020-07-22 0:00,836025
239,730,2020-07-23 0:00,834506
240,730,2020-07-24 0:00,829455
241,730,2020-07-25 0:00,818275
242,730,2020-07-26 0:00,850662
243,730,2020-07-27 0:00,834659
244,730,2020-07-28 0:00,836535
245,730,2020-07-29 0:00,848767
246,730,2020-07-30 0:00,851551
247,730,2020-07-31 0:00,842888
248,730,2020-08-01 0:00,827135
249,730,2020-08-02 0:00,861813
250,730,2020-08-03 0:00,863741
251,730,2020-08-04 0:00,880796
252,730,2020-08-05 0:00,831404
253,730,2020-08-06 0:00,853520
254,730,2020-08-07 0:00,932283
255,730,2020-08-08 0:00,843194
256,730,2020-08-09 0:00,853039
257,730,2020-08-10 0:00,893174
258,730,2020-08-11 0:00,899024
259,730,2020-08-12 0:00,884995
260,730,2020-08-13 0:00,876966
261,730,2020-08-14 0:00,875455
262,730,2020-08-15 0:00,854792
263,730,2020-08-16 0:00,877467
264,730,2020-08-17 0:00,868256
265,730,2020-08-18 0:00,874622
266,730,2020-08-19 0:00,876088
267,730,2020-08-20 0:00,896082
268,730,2020-08-21 0:00,880736
269,730,2020-08-22 0:00,872493
270,730,2020-08-23 0:00,900146
271,730,2020-08-24 0:00,853676
272,730,2020-08-25 0:00,870124
273,730,2020-08-26 0:00,908704
274,730,2020-08-27 0:00,887323
275,730,2020-08-28 0:00,898136
276,730,2020-08-29 0:00,884184
277,730,2020-08-30 0:00,906097
278,730,2020-08-31 0:00,888439
279,730,2020-09-01 0:00,831180
280,730,2020-09-02 0:00,835468
281,730,2020-09-03 0:00,838798
282,730,2020-09-04 0:00,893954
283,730,2020-09-05 0:00,915371
284,730,2020-09-06 0:00,921436
285,730,2020-09-07 0:00,868058
286,730,2020-09-08 0:00,881428
287,730,2020-09-09 0:00,874879
288,730,2020-09-10 0:00,883198
289,730,2020-09-11 0:00,949174
290,730,2020-09-12 0:00,980879
291,730,2020-09-13 0:00,945582
292,730,2020-09-14 0:00,877018
293,730,2020-09-15 0:00,862722
294,730,2020-09-16 0:00,838981
295,730,2020-09-17 0:00,875989
296,730,2020-09-18 0:00,933914
297,730,2020-09-19 0:00,957983
298,730,2020-09-20 0:00,927416
299,730,2020-09-21 0:00,842803
300,730,2020-09-22 0:00,842089
301,730,2020-09-23 0:00,856608
302,730,2020-09-24 0:00,830111
303,730,2020-09-25 0:00,899225
304,730,2020-09-26 0:00,892015
305,730,2020-09-27 0:00,888767
306,730,2020-09-28 0:00,809850
307,730,2020-09-29 0:00,820539
308,730,2020-09-30 0:00,858784
309,730,2020-10-01 0:00,789179
310,730,2020-10-02 0:00,870763
311,730,2020-10-03 0:00,883089
312,730,2020-10-04 0:00,904380
313,730,2020-10-05 0:00,845419
314,730,2020-10-06 0:00,828380
315,730,2020-10-07 0:00,844690
316,730,2020-10-08 0:00,825650
317,730,2020-10-09 0:00,879815
318,730,2020-10-10 0:00,927161
319,730,2020-10-11 0:00,890485
320,730,2020-10-12 0:00,823765
321,730,2020-10-13 0:00,841109
322,730,2020-10-14 0:00,867616
323,730,2020-10-15 0:00,811378
324,730,2020-10-16 0:00,921298
325,730,2020-10-17 0:00,945280
326,730,2020-10-18 0:00,942901
327,730,2020-10-19 0:00,841530
328,730,2020-10-20 0:00,853447
329,730,2020-10-21 0:00,851483
330,730,2020-10-22 0:00,869057
331,730,2020-10-23 0:00,906202
332,730,2020-10-24 0:00,943740
333,730,2020-10-25 0:00,926943
334,730,2020-10-26 0:00,870425
335,730,2020-10-27 0:00,868925
336,730,2020-10-28 0:00,894422
337,730,2020-10-29 0:00,903157
338,730,2020-10-30 0:00,951748
339,730,2020-10-31 0:00,923784
340,730,2020-11-01 0:00,938972
341,730,2020-11-02 0:00,865559
342,730,2020-11-03 0:00,892234
343,730,2020-11-04 0:00,915539
344,730,2020-11-05 0:00,900839
345,730,2020-11-06 0:00,966137
346,730,2020-11-07 0:00,988989
347,730,2020-11-08 0:00,972546
348,730,2020-11-09 0:00,891145
349,730,2020-11-10 0:00,902533
350,730,2020-11-11 0:00,892001
351,730,2020-11-12 0:00,885755
352,730,2020-11-13 0:00,980079
353,730,2020-11-14 0:00,1011452
354,730,2020-11-15 0:00,993613
355,730,2020-11-16 0:00,910911
356,730,2020-11-17 0:00,925392
357,730,2020-11-18 0:00,926887
358,730,2020-11-19 0:00,907302
359,730,2020-11-20 0:00,1027398
360,730,2020-11-21 0:00,1040051
361,730,2020-11-22 0:00,1029560
362,730,2020-11-23 0:00,935172
363,730,2020-11-24 0:00,928674
364,730,2020-11-25 0:00,907850
365,730,2020-11-26 0:00,925227
366,730,2020-11-27 0:00,957979
367,730,2020-11-28 0:00,1032509
368,730,2020-11-29 0:00,998892
369,730,2020-11-30 0:00,911943
370,730,2020-12-01 0:00,901058
371,730,2020-12-02 0:00,906912
372,730,2020-12-03 0:00,918924
373,4000,2020-06-01 0:00,41840
374,4000,2020-06-02 0:00,40078
375,4000,2020-06-03 0:00,40598
376,4000,2020-06-04 0:00,41178
377,4000,2020-06-05 0:00,41453
378,4000,2020-06-06 0:00,40539
379,4000,2020-06-07 0:00,41443
380,4000,2020-06-08 0:00,41386
381,4000,2020-06-09 0:00,40675
382,4000,2020-06-10 0:00,40835
383,4000,2020-06-11 0:00,40505
384,4000,2020-06-12 0:00,39288
385,4000,2020-06-13 0:00,38995
386,4000,2020-06-14 0:00,40436
387,4000,2020-06-15 0:00,40315
388,4000,2020-06-16 0:00,40203
389,4000,2020-06-17 0:00,41467
390,4000,2020-06-18 0:00,41673
391,4000,2020-06-19 0:00,40880
392,4000,2020-06-20 0:00,39966
393,4000,2020-06-21 0:00,41369
394,4000,2020-06-22 0:00,42708
395,4000,2020-06-23 0:00,41914
396,4000,2020-06-24 0:00,38834
397,4000,2020-06-25 0:00,37895
398,4000,2020-06-26 0:00,38858
399,4000,2020-06-27 0:00,38869
400,4000,2020-06-28 0:00,40965
401,4000,2020-06-29 0:00,42765
402,4000,2020-06-30 0:00,42795
403,4000,2020-07-01 0:00,42254
404,4000,2020-07-02 0:00,41544
405,4000,2020-07-03 0:00,40514
406,4000,2020-07-04 0:00,38650
407,4000,2020-07-05 0:00,41814
408,4000,2020-07-06 0:00,42328
409,4000,2020-07-07 0:00,42144
410,4000,2020-07-08 0:00,42531
411,4000,2020-07-09 0:00,41447
412,4000,2020-07-10 0:00,40047
413,4000,2020-07-11 0:00,39207
414,4000,2020-07-12 0:00,40670
415,4000,2020-07-13 0:00,41176
416,4000,2020-07-14 0:00,40647
417,4000,2020-07-15 0:00,40830
418,4000,2020-07-16 0:00,39864
419,4000,2020-07-17 0:00,39033
420,4000,2020-07-18 0:00,37558
421,4000,2020-07-19 0:00,39790
422,4000,2020-07-20 0:00,40512
423,4000,2020-07-21 0:00,40125
424,4000,2020-07-22 0:00,39983
425,4000,2020-07-23 0:00,39412
426,4000,2020-07-24 0:00,38807
427,4000,2020-07-25 0:00,37735
428,4000,2020-07-26 0:00,40319
429,4000,2020-07-27 0:00,40093
430,4000,2020-07-28 0:00,39684
431,4000,2020-07-29 0:00,39370
432,4000,2020-07-30 0:00,39022
433,4000,2020-07-31 0:00,37335
434,4000,2020-08-01 0:00,36759
435,4000,2020-08-02 0:00,39866
436,4000,2020-08-03 0:00,40021
437,4000,2020-08-04 0:00,39122
438,4000,2020-08-05 0:00,38386
439,4000,2020-08-06 0:00,37591
440,4000,2020-08-07 0:00,36594
441,4000,2020-08-08 0:00,35854
442,4000,2020-08-09 0:00,37604
443,4000,2020-08-10 0:00,38036
444,4000,2020-08-11 0:00,38030
445,4000,2020-08-12 0:00,37830
446,4000,2020-08-13 0:00,37542
447,4000,2020-08-14 0:00,37478
448,4000,2020-08-15 0:00,37656
449,4000,2020-08-16 0:00,39708
450,4000,2020-08-17 0:00,38967
451,4000,2020-08-18 0:00,37710
452,4000,2020-08-19 0:00,38113
453,4000,2020-08-20 0:00,37645
454,4000,2020-08-21 0:00,37677
455,4000,2020-08-22 0:00,38714
456,4000,2020-08-23 0:00,40877
457,4000,2020-08-24 0:00,39831
458,4000,2020-08-25 0:00,39728
459,4000,2020-08-26 0:00,39306
460,4000,2020-08-27 0:00,38479
461,4000,2020-08-28 0:00,38563
462,4000,2020-08-29 0:00,40166
463,4000,2020-08-30 0:00,41561
464,4000,2020-08-31 0:00,36878
465,4000,2020-09-01 0:00,34182
466,4000,2020-09-02 0:00,32808
467,4000,2020-09-03 0:00,31487
468,4000,2020-09-04 0:00,35243
469,4000,2020-09-05 0:00,38078
470,4000,2020-09-06 0:00,37199
471,4000,2020-09-07 0:00,35083
472,4000,2020-09-08 0:00,31117
473,4000,2020-09-09 0:00,32037
474,4000,2020-09-10 0:00,31028
475,4000,2020-09-11 0:00,34210
476,4000,2020-09-12 0:00,38146
477,4000,2020-09-13 0:00,37409
478,4000,2020-09-14 0:00,31543
479,4000,2020-09-15 0:00,30576
480,4000,2020-09-16 0:00,31330
481,4000,2020-09-17 0:00,30835
482,4000,2020-09-18 0:00,34314
483,4000,2020-09-19 0:00,38323
484,4000,2020-09-20 0:00,37258
485,4000,2020-09-21 0:00,31369
486,4000,2020-09-22 0:00,30386
487,4000,2020-09-23 0:00,30699
488,4000,2020-09-24 0:00,29002
489,4000,2020-09-25 0:00,32235
490,4000,2020-09-26 0:00,36644
491,4000,2020-09-27 0:00,35019
492,4000,2020-09-28 0:00,29494
493,4000,2020-09-29 0:00,28667
494,4000,2020-09-30 0:00,29302
495,4000,2020-10-01 0:00,28471
496,4000,2020-10-02 0:00,32315
497,4000,2020-10-03 0:00,35919
498,4000,2020-10-04 0:00,35635
499,4000,2020-10-05 0:00,29855
500,4000,2020-10-06 0:00,29337
501,4000,2020-10-07 0:00,29310
502,4000,2020-10-08 0:00,29104
503,4000,2020-10-09 0:00,32891
504,4000,2020-10-10 0:00,38130
505,4000,2020-10-11 0:00,36447
506,4000,2020-10-12 0:00,32316
507,4000,2020-10-13 0:00,30292
508,4000,2020-10-14 0:00,28560
509,4000,2020-10-15 0:00,29671
510,4000,2020-10-16 0:00,33488
511,4000,2020-10-17 0:00,37719
512,4000,2020-10-18 0:00,37677
513,4000,2020-10-19 0:00,32455
514,4000,2020-10-20 0:00,31953
515,4000,2020-10-21 0:00,32228
516,4000,2020-10-22 0:00,32538
517,4000,2020-10-23 0:00,34764
518,4000,2020-10-24 0:00,39253
519,4000,2020-10-25 0:00,38663
520,4000,2020-10-26 0:00,33716
521,4000,2020-10-27 0:00,33077
522,4000,2020-10-28 0:00,33929
523,4000,2020-10-29 0:00,33453
524,4000,2020-10-30 0:00,35801
525,4000,2020-10-31 0:00,39916
526,4000,2020-11-01 0:00,39481
527,4000,2020-11-02 0:00,33995
528,4000,2020-11-03 0:00,35300
529,4000,2020-11-04 0:00,34103
530,4000,2020-11-05 0:00,33248
531,4000,2020-11-06 0:00,36671
532,4000,2020-11-07 0:00,41508
533,4000,2020-11-08 0:00,39833
534,4000,2020-11-09 0:00,32790
535,4000,2020-11-10 0:00,32984
536,4000,2020-11-11 0:00,34321
537,4000,2020-11-12 0:00,31378
538,4000,2020-11-13 0:00,35266
539,4000,2020-11-14 0:00,39843
540,4000,2020-11-15 0:00,38007
541,4000,2020-11-16 0:00,31726
542,4000,2020-11-17 0:00,31556
543,4000,2020-11-18 0:00,32381
544,4000,2020-11-19 0:00,31909
545,4000,2020-11-20 0:00,35332
546,4000,2020-11-21 0:00,39874
547,4000,2020-11-22 0:00,38156
548,4000,2020-11-23 0:00,33084
549,4000,2020-11-24 0:00,32694
550,4000,2020-11-25 0:00,33650
551,4000,2020-11-26 0:00,32829
552,4000,2020-11-27 0:00,36594
553,4000,2020-11-28 0:00,39075
554,4000,2020-11-29 0:00,36456
555,4000,2020-11-30 0:00,31394
556,4000,2020-12-01 0:00,31134
557,4000,2020-12-02 0:00,30763
558,4000,2020-12-03 0:00,29999
559,105600,2020-06-01 0:00,159069
560,105600,2020-06-02 0:00,144570
561,105600,2020-06-03 0:00,138907
562,105600,2020-06-04 0:00,134651
563,105600,2020-06-05 0:00,134087
564,105600,2020-06-06 0:00,138692
565,105600,2020-06-07 0:00,138601
566,105600,2020-06-08 0:00,121022
567,105600,2020-06-09 0:00,113662
568,105600,2020-06-10 0:00,107554
569,105600,2020-06-11 0:00,106391
570,105600,2020-06-12 0:00,98942
571,105600,2020-06-13 0:00,99587
572,105600,2020-06-14 0:00,100293
573,105600,2020-06-15 0:00,88076
574,105600,2020-06-16 0:00,83269
575,105600,2020-06-17 0:00,78435
576,105600,2020-06-18 0:00,75138
577,105600,2020-06-19 0:00,71981
578,105600,2020-06-20 0:00,73253
579,105600,2020-06-21 0:00,72929
580,105600,2020-06-22 0:00,67629
581,105600,2020-06-23 0:00,62409
582,105600,2020-06-24 0:00,60812
583,105600,2020-06-25 0:00,57810
584,105600,2020-06-26 0:00,60939
585,105600,2020-06-27 0:00,64430
586,105600,2020-06-28 0:00,68132
587,105600,2020-06-29 0:00,63495
588,105600,2020-06-30 0:00,61590
589,105600,2020-07-01 0:00,60688
590,105600,2020-07-02 0:00,58704
591,105600,2020-07-03 0:00,60721
592,105600,2020-07-04 0:00,62711
593,105600,2020-07-05 0:00,62153
594,105600,2020-07-06 0:00,57767
595,105600,2020-07-07 0:00,57369
596,105600,2020-07-08 0:00,56010
597,105600,2020-07-09 0:00,53441
598,105600,2020-07-10 0:00,53520
599,105600,2020-07-11 0:00,54640
600,105600,2020-07-12 0:00,52581
601,105600,2020-07-13 0:00,48677
602,105600,2020-07-14 0:00,48126
603,105600,2020-07-15 0:00,45693
604,105600,2020-07-16 0:00,45031
605,105600,2020-07-17 0:00,46074
606,105600,2020-07-18 0:00,47115
607,105600,2020-07-19 0:00,46703
608,105600,2020-07-20 0:00,43395
609,105600,2020-07-21 0:00,42960
610,105600,2020-07-22 0:00,42109
611,105600,2020-07-23 0:00,40900
612,105600,2020-07-24 0:00,41196
613,105600,2020-07-25 0:00,41740
614,105600,2020-07-26 0:00,42049
615,105600,2020-07-27 0:00,39770
616,105600,2020-07-28 0:00,38868
617,105600,2020-07-29 0:00,38083
618,105600,2020-07-30 0:00,38222
619,105600,2020-07-31 0:00,38181
620,105600,2020-08-01 0:00,39308
621,105600,2020-08-02 0:00,40187
622,105600,2020-08-03 0:00,38221
623,105600,2020-08-04 0:00,38774
624,105600,2020-08-05 0:00,36418
625,105600,2020-08-06 0:00,36046
626,105600,2020-08-07 0:00,35110
627,105600,2020-08-08 0:00,35728
628,105600,2020-08-09 0:00,36456
629,105600,2020-08-10 0:00,35113
630,105600,2020-08-11 0:00,34882
631,105600,2020-08-12 0:00,33730
632,105600,2020-08-13 0:00,33656
633,105600,2020-08-14 0:00,33814
634,105600,2020-08-15 0:00,35068
635,105600,2020-08-16 0:00,35203
636,105600,2020-08-17 0:00,32836
637,105600,2020-08-18 0:00,32793
638,105600,2020-08-19 0:00,32702
639,105600,2020-08-20 0:00,32170
640,105600,2020-08-21 0:00,32585
641,105600,2020-08-22 0:00,34289
642,105600,2020-08-23 0:00,34868
643,105600,2020-08-24 0:00,32420
644,105600,2020-08-25 0:00,32273
645,105600,2020-08-26 0:00,32347
646,105600,2020-08-27 0:00,31811
647,105600,2020-08-28 0:00,32445
648,105600,2020-08-29 0:00,34136
649,105600,2020-08-30 0:00,33777
650,105600,2020-08-31 0:00,29357
651,105600,2020-09-01 0:00,27911
652,105600,2020-09-02 0:00,26507
653,105600,2020-09-03 0:00,26100
654,105600,2020-09-04 0:00,28773
655,105600,2020-09-05 0:00,32554
656,105600,2020-09-06 0:00,31201
657,105600,2020-09-07 0:00,30059
658,105600,2020-09-08 0:00,25512
659,105600,2020-09-09 0:00,25304
660,105600,2020-09-10 0:00,25368
661,105600,2020-09-11 0:00,28639
662,105600,2020-09-12 0:00,33860
663,105600,2020-09-13 0:00,31364
664,105600,2020-09-14 0:00,25564
665,105600,2020-09-15 0:00,24621
666,105600,2020-09-16 0:00,24609
667,105600,2020-09-17 0:00,24198
668,105600,2020-09-18 0:00,27121
669,105600,2020-09-19 0:00,32002
670,105600,2020-09-20 0:00,29207
671,105600,2020-09-21 0:00,23646
672,105600,2020-09-22 0:00,23462
673,105600,2020-09-23 0:00,23447
674,105600,2020-09-24 0:00,22617
675,105600,2020-09-25 0:00,25717
676,105600,2020-09-26 0:00,29168
677,105600,2020-09-27 0:00,28894
678,105600,2020-09-28 0:00,23380
679,105600,2020-09-29 0:00,22127
680,105600,2020-09-30 0:00,23773
681,105600,2020-10-01 0:00,23188
682,105600,2020-10-02 0:00,25062
683,105600,2020-10-03 0:00,28631
684,105600,2020-10-04 0:00,28466
685,105600,2020-10-05 0:00,22887
686,105600,2020-10-06 0:00,22407
687,105600,2020-10-07 0:00,22520
688,105600,2020-10-08 0:00,22083
689,105600,2020-10-09 0:00,24381
690,105600,2020-10-10 0:00,29855
691,105600,2020-10-11 0:00,29312
692,105600,2020-10-12 0:00,26472
693,105600,2020-10-13 0:00,34719
694,105600,2020-10-14 0:00,37831
695,105600,2020-10-15 0:00,37373
696,105600,2020-10-16 0:00,42350
697,105600,2020-10-17 0:00,48807
698,105600,2020-10-18 0:00,47762
699,105600,2020-10-19 0:00,39640
700,105600,2020-10-20 0:00,38572
701,105600,2020-10-21 0:00,38432
702,105600,2020-10-22 0:00,37886
703,105600,2020-10-23 0:00,41256
704,105600,2020-10-24 0:00,47047
705,105600,2020-10-25 0:00,46750
706,105600,2020-10-26 0:00,38528
707,105600,2020-10-27 0:00,36879
708,105600,2020-10-28 0:00,36769
709,105600,2020-10-29 0:00,36118
710,105600,2020-10-30 0:00,40304
711,105600,2020-10-31 0:00,45871
712,105600,2020-11-01 0:00,45948
713,105600,2020-11-02 0:00,39954
714,105600,2020-11-03 0:00,40619
715,105600,2020-11-04 0:00,37614
716,105600,2020-11-05 0:00,36495
717,105600,2020-11-06 0:00,39841
718,105600,2020-11-07 0:00,45951
719,105600,2020-11-08 0:00,42856
720,105600,2020-11-09 0:00,35461
721,105600,2020-11-10 0:00,35063
722,105600,2020-11-11 0:00,36337
723,105600,2020-11-12 0:00,33957
724,105600,2020-11-13 0:00,37290
725,105600,2020-11-14 0:00,43163
726,105600,2020-11-15 0:00,41989
727,105600,2020-11-16 0:00,34312
728,105600,2020-11-17 0:00,34152
729,105600,2020-11-18 0:00,33985
730,105600,2020-11-19 0:00,33590
731,105600,2020-11-20 0:00,37256
732,105600,2020-11-21 0:00,42976
733,105600,2020-11-22 0:00,41318
734,105600,2020-11-23 0:00,34792
735,105600,2020-11-24 0:00,33960
736,105600,2020-11-25 0:00,35678
737,105600,2020-11-26 0:00,36558
738,105600,2020-11-27 0:00,40937
739,105600,2020-11-28 0:00,45245
740,105600,2020-11-29 0:00,42417
741,105600,2020-11-30 0:00,36268
742,105600,2020-12-01 0:00,36071
743,105600,2020-12-02 0:00,34444
744,105600,2020-12-03 0:00,33829
745,218620,2020-06-01 0:00,51896
746,218620,2020-06-02 0:00,53815
747,218620,2020-06-03 0:00,47805
748,218620,2020-06-04 0:00,50593
749,218620,2020-06-05 0:00,55721
750,218620,2020-06-06 0:00,51266
751,218620,2020-06-07 0:00,34162
752,218620,2020-06-08 0:00,36616
753,218620,2020-06-09 0:00,36490
754,218620,2020-06-10 0:00,52615
