,equipment_id,timestamp,status,current_wip,processing_lot,recent_avg_proc_time_min,equipment_type,min_required_wip,lot_id,equipment_candidate,priority,is_hot,current_process,assignment_reason
71,E100,2025-06-03 5:55,Busy,7,,30,Etching,3,,,,,,
72,E100,2025-06-03 6:00,Down,7,,25,Etching,3,,,,,,
73,E100,2025-06-03 6:05,Available,4,L017,25,Etching,3,L017,"E102,E100",4,TRUE,Packaging,RECEIPT
74,E100,2025-06-03 6:10,Down,0,,20,Etching,3,,,,,,
75,E100,2025-06-03 6:15,PM,4,,30,Etching,3,,,,,,
76,E100,2025-06-03 6:20,PM,7,,30,Etching,3,,,,,,
77,E100,2025-06-03 6:25,Available,4,L021,25,Etching,3,L021,E107,3,TRUE,Etching,RECEIPT
78,E100,2025-06-03 6:30,Down,7,,25,Etching,3,,,,,,
79,E100,2025-06-03 6:35,PM,0,,25,Etching,3,,,,,,
80,E100,2025-06-03 6:40,Available,9,L016,25,Etching,3,L016,E101,2,TRUE,IonImplantation,HOT
81,E100,2025-06-03 6:45,PM,2,,30,Etching,3,,,,,,
82,E100,2025-06-03 6:50,Down,5,,25,Etching,3,,,,,,
83,E100,2025-06-03 6:55,Down,0,,30,Etching,3,,,,,,
84,E100,2025-06-03 7:00,Available,5,L026,20,Etching,3,L026,"E102,E105",2,TRUE,Inspection,REASSIGN
85,E100,2025-06-03 7:05,PM,3,,25,Etching,3,,,,,,
86,E100,2025-06-03 7:10,Busy,5,,20,Etching,3,,,,,,
87,E100,2025-06-03 7:15,Busy,6,,30,Etching,3,,,,,,
88,E100,2025-06-03 7:20,Available,0,L029,20,Etching,3,L029,"E114,E113",1,FALSE,Inspection,REASSIGN
89,E100,2025-06-03 7:25,PM,0,,25,Etching,3,,,,,,
90,E100,2025-06-03 7:30,Busy,2,,20,Etching,3,,,,,,
91,E100,2025-06-03 7:35,PM,6,,20,Etching,3,,,,,,
92,E100,2025-06-03 7:40,Busy,4,,30,Etching,3,,,,,,
93,E100,2025-06-03 7:45,Available,0,L027,20,Etching,3,L027,E106,2,FALSE,Photolithography,WIP
94,E100,2025-06-03 7:50,Available,8,L002,30,Etching,3,L002,E105,3,FALSE,Etching,REASSIGN
95,E100,2025-06-03 7:55,Down,1,,20,Etching,3,,,,,,
96,E100,2025-06-03 8:00,Down,1,,20,Etching,3,,,,,,
97,E100,2025-06-03 8:05,Down,8,,30,Etching,3,,,,,,
98,E100,2025-06-03 8:10,Busy,7,,25,Etching,3,,,,,,
99,E100,2025-06-03 8:15,Down,7,,25,Etching,3,,,,,,
100,E100,2025-06-03 8:20,PM,3,,20,Etching,3,,,,,,
101,E100,2025-06-03 8:25,Down,8,,30,Etching,3,,,,,,
102,E100,2025-06-03 8:30,Down,7,,20,Etching,3,,,,,,
103,E100,2025-06-03 8:35,PM,9,,30,Etching,3,,,,,,
104,E100,2025-06-03 8:40,Down,3,,20,Etching,3,,,,,,
105,E100,2025-06-03 8:45,Down,3,,30,Etching,3,,,,,,
106,E100,2025-06-03 8:50,PM,8,,30,Etching,3,,,,,,
107,E100,2025-06-03 8:55,Available,8,L028,20,Etching,3,L028,E107,4,FALSE,IonImplantation,REASSIGN
108,E100,2025-06-03 9:00,PM,3,,20,Etching,3,,,,,,
109,E100,2025-06-03 9:05,Busy,7,,30,Etching,3,,,,,,
110,E100,2025-06-03 9:10,PM,3,,25,Etching,3,,,,,,
111,E100,2025-06-03 9:15,Busy,2,,20,Etching,3,,,,,,
112,E100,2025-06-03 9:20,Available,8,L023,20,Etching,3,L023,E106,1,TRUE,Deposition,REASSIGN
113,E100,2025-06-03 9:25,PM,3,,20,Etching,3,,,,,,
114,E100,2025-06-03 9:30,PM,5,,30,Etching,3,,,,,,
115,E100,2025-06-03 9:35,PM,9,,30,Etching,3,,,,,,
116,E100,2025-06-03 9:40,PM,4,,25,Etching,3,,,,,,
117,E100,2025-06-03 9:45,Down,7,,25,Etching,3,,,,,,
118,E100,2025-06-03 9:50,Busy,9,,30,Etching,3,,,,,,
119,E100,2025-06-03 9:55,PM,8,,25,Etching,3,,,,,,
120,E100,2025-06-03 10:00,Down,9,,30,Etching,3,,,,,,
121,E100,2025-06-03 10:05,Busy,8,,25,Etching,3,,,,,,
122,E100,2025-06-03 10:10,Busy,9,,30,Etching,3,,,,,,
123,E100,2025-06-03 10:15,Busy,1,,20,Etching,3,,,,,,
124,E100,2025-06-03 10:20,Down,1,,25,Etching,3,,,,,,
125,E100,2025-06-03 10:25,Available,2,L022,30,Etching,3,L022,"E100,E106,E107",1,TRUE,IonImplantation,RECEIPT
126,E100,2025-06-03 10:30,Down,1,,30,Etching,3,,,,,,
127,E100,2025-06-03 10:35,Down,0,,30,Etching,3,,,,,,
128,E100,2025-06-03 10:40,Available,0,L020,30,Etching,3,L020,E108,5,FALSE,Photolithography,WIP
129,E100,2025-06-03 10:45,Available,9,L021,20,Etching,3,L021,E107,3,TRUE,Etching,RECEIPT
130,E100,2025-06-03 10:50,PM,5,,25,Etching,3,,,,,,
131,E100,2025-06-03 10:55,Down,9,,30,Etching,3,,,,,,
132,E100,2025-06-03 11:00,Busy,7,,20,Etching,3,,,,,,
133,E100,2025-06-03 11:05,Available,6,L002,20,Etching,3,L002,E105,3,FALSE,Etching,HOT
134,E100,2025-06-03 11:10,Busy,1,,20,Etching,3,,,,,,
135,E100,2025-06-03 11:15,Available,7,L027,30,Etching,3,L027,E106,2,FALSE,Photolithography,WIP
136,E100,2025-06-03 11:20,Available,1,L013,25,Etching,3,L013,"E109,E114,E108",5,TRUE,Inspection,HOT
137,E100,2025-06-03 11:25,Busy,1,,20,Etching,3,,,,,,
138,E100,2025-06-03 11:30,PM,9,,25,Etching,3,,,,,,
139,E100,2025-06-03 11:35,Down,3,,20,Etching,3,,,,,,
140,E100,2025-06-03 11:40,Busy,0,,20,Etching,3,,,,,,
141,E100,2025-06-03 11:45,PM,3,,25,Etching,3,,,,,,
142,E100,2025-06-03 11:50,Down,2,,30,Etching,3,,,,,,
143,E100,2025-06-03 11:55,Available,4,L011,30,Etching,3,L011,E113,4,FALSE,Inspection,HOT
144,E100,2025-06-03 12:00,Down,1,,25,Etching,3,,,,,,
145,E100,2025-06-03 12:05,Busy,9,,30,Etching,3,,,,,,
146,E100,2025-06-03 12:10,Down,8,,25,Etching,3,,,,,,
147,E100,2025-06-03 12:15,PM,8,,25,Etching,3,,,,,,
148,E100,2025-06-03 12:20,Available,7,L016,20,Etching,3,L016,E101,2,TRUE,IonImplantation,REASSIGN
149,E100,2025-06-03 12:25,Down,4,,25,Etching,3,,,,,,
150,E100,2025-06-03 12:30,Down,9,,30,Etching,3,,,,,,
151,E100,2025-06-03 12:35,PM,1,,20,Etching,3,,,,,,
152,E100,2025-06-03 12:40,Down,3,,20,Etching,3,,,,,,
153,E100,2025-06-03 12:45,Available,1,L027,25,Etching,3,L027,E106,2,FALSE,Photolithography,HOT
154,E100,2025-06-03 12:50,PM,1,,25,Etching,3,,,,,,
155,E100,2025-06-03 12:55,Busy,8,,20,Etching,3,,,,,,
156,E100,2025-06-03 13:00,Busy,2,,30,Etching,3,,,,,,
157,E100,2025-06-03 13:05,Available,7,L029,30,Etching,3,L029,"E114,E113",1,FALSE,Inspection,REASSIGN
158,E100,2025-06-03 13:10,Busy,0,,25,Etching,3,,,,,,
159,E100,2025-06-03 13:15,Busy,6,,25,Etching,3,,,,,,
160,E100,2025-06-03 13:20,PM,5,,25,Etching,3,,,,,,
161,E100,2025-06-03 13:25,PM,4,,30,Etching,3,,,,,,
162,E100,2025-06-03 13:30,PM,8,,30,Etching,3,,,,,,
163,E100,2025-06-03 13:35,PM,6,,20,Etching,3,,,,,,
164,E100,2025-06-03 13:40,Available,0,L027,25,Etching,3,L027,E106,2,FALSE,Photolithography,RECEIPT
165,E100,2025-06-03 13:45,Down,4,,25,Etching,3,,,,,,
166,E100,2025-06-03 13:50,Available,3,L001,30,Etching,3,L001,E114,4,FALSE,Inspection,RECEIPT
167,E100,2025-06-03 13:55,Available,5,L016,30,Etching,3,L016,E101,2,TRUE,IonImplantation,REASSIGN
168,E100,2025-06-03 14:00,Busy,6,,20,Etching,3,,,,,,
169,E100,2025-06-03 14:05,Down,7,,20,Etching,3,,,,,,
170,E100,2025-06-03 14:10,Available,3,L021,25,Etching,3,L021,E107,3,TRUE,Etching,HOT
171,E100,2025-06-03 14:15,Available,5,L004,30,Etching,3,L004,E107,2,TRUE,Metallization,RECEIPT
172,E100,2025-06-03 14:20,Down,4,,30,Etching,3,,,,,,
173,E100,2025-06-03 14:25,Down,0,,30,Etching,3,,,,,,
174,E100,2025-06-03 14:30,Available,8,L025,20,Etching,3,L025,E112,1,FALSE,Deposition,RECEIPT
175,E100,2025-06-03 14:35,PM,8,,30,Etching,3,,,,,,
176,E100,2025-06-03 14:40,Down,9,,25,Etching,3,,,,,,
177,E100,2025-06-03 14:45,PM,4,,30,Etching,3,,,,,,
178,E100,2025-06-03 14:50,Available,3,L028,30,Etching,3,L028,E107,4,FALSE,IonImplantation,RECEIPT
179,E100,2025-06-03 14:55,Available,0,L017,25,Etching,3,L017,"E102,E100",4,TRUE,Packaging,HOT
180,E100,2025-06-03 15:00,PM,1,,25,Etching,3,,,,,,
181,E100,2025-06-03 15:05,Available,5,L004,30,Etching,3,L004,E107,2,TRUE,Metallization,RECEIPT
182,E100,2025-06-03 15:10,PM,0,,20,Etching,3,,,,,,
183,E100,2025-06-03 15:15,Available,9,L018,25,Etching,3,L018,E111,4,FALSE,Packaging,RECEIPT
184,E100,2025-06-03 15:20,Busy,8,,20,Etching,3,,,,,,
185,E100,2025-06-03 15:25,PM,8,,30,Etching,3,,,,,,
186,E100,2025-06-03 15:30,Busy,2,,30,Etching,3,,,,,,
187,E100,2025-06-03 15:35,Available,6,L027,30,Etching,3,L027,E106,2,FALSE,Photolithography,REASSIGN
188,E100,2025-06-03 15:40,Busy,1,,20,Etching,3,,,,,,
189,E100,2025-06-03 15:45,PM,6,,20,Etching,3,,,,,,
190,E100,2025-06-03 15:50,PM,7,,20,Etching,3,,,,,,
191,E100,2025-06-03 15:55,Available,4,L008,30,Etching,3,L008,E107,4,TRUE,Oxidation,REASSIGN
192,E100,2025-06-03 16:00,Available,8,L002,30,Etching,3,L002,E105,3,FALSE,Etching,REASSIGN
193,E100,2025-06-03 16:05,Available,3,L022,30,Etching,3,L022,"E100,E106,E107",1,TRUE,IonImplantation,WIP
194,E100,2025-06-03 16:10,Available,1,L006,30,Etching,3,L006,"E108,E101,E106",4,TRUE,Etching,REASSIGN
195,E100,2025-06-03 16:15,Available,7,L025,25,Etching,3,L025,E112,1,FALSE,Deposition,HOT
196,E100,2025-06-03 16:20,Busy,3,,20,Etching,3,,,,,,
197,E100,2025-06-03 16:25,PM,4,,30,Etching,3,,,,,,
198,E100,2025-06-03 16:30,Down,8,,20,Etching,3,,,,,,
199,E100,2025-06-03 16:35,Available,5,L002,30,Etching,3,L002,E105,3,FALSE,Etching,REASSIGN
200,E100,2025-06-03 16:40,PM,6,,25,Etching,3,,,,,,
201,E100,2025-06-03 16:45,PM,8,,30,Etching,3,,,,,,
202,E100,2025-06-03 16:50,PM,3,,20,Etching,3,,,,,,
203,E100,2025-06-03 16:55,Busy,0,,20,Etching,3,,,,,,
204,E100,2025-06-03 17:00,Down,4,,30,Etching,3,,,,,,
205,E100,2025-06-03 17:05,Busy,3,,25,Etching,3,,,,,,
206,E100,2025-06-03 17:10,Busy,3,,25,Etching,3,,,,,,
207,E100,2025-06-03 17:15,PM,2,,20,Etching,3,,,,,,
208,E100,2025-06-03 17:20,Down,8,,20,Etching,3,,,,,,
209,E100,2025-06-03 17:25,PM,8,,20,Etching,3,,,,,,
210,E100,2025-06-03 17:30,Down,0,,20,Etching,3,,,,,,
211,E100,2025-06-03 17:35,PM,3,,25,Etching,3,,,,,,
212,E100,2025-06-03 17:40,PM,6,,20,Etching,3,,,,,,
213,E100,2025-06-03 17:45,Available,4,L021,30,Etching,3,L021,E107,3,TRUE,Etching,REASSIGN
214,E100,2025-06-03 17:50,PM,3,,30,Etching,3,,,,,,
215,E100,2025-06-03 17:55,Down,6,,30,Etching,3,,,,,,
216,E100,2025-06-03 18:00,Available,2,L014,25,Etching,3,L014,"E104,E112,E111",1,FALSE,Inspection,WIP
217,E100,2025-06-03 18:05,PM,2,,25,Etching,3,,,,,,
218,E100,2025-06-03 18:10,Down,6,,30,Etching,3,,,,,,
219,E100,2025-06-03 18:15,Busy,9,,20,Etching,3,,,,,,
220,E100,2025-06-03 18:20,Busy,5,,25,Etching,3,,,,,,
221,E100,2025-06-03 18:25,Available,7,L020,20,Etching,3,L020,E108,5,FALSE,Photolithography,HOT
222,E100,2025-06-03 18:30,Busy,1,,25,Etching,3,,,,,,
223,E100,2025-06-03 18:35,Busy,0,,25,Etching,3,,,,,,
224,E100,2025-06-03 18:40,PM,2,,25,Etching,3,,,,,,
225,E100,2025-06-03 18:45,Busy,4,,30,Etching,3,,,,,,
226,E100,2025-06-03 18:50,Available,7,L007,25,Etching,3,L007,"E113,E110",3,TRUE,Deposition,WIP
227,E100,2025-06-03 18:55,Busy,1,,20,Etching,3,,,,,,
228,E100,2025-06-03 19:00,Busy,8,,20,Etching,3,,,,,,
229,E100,2025-06-03 19:05,Busy,7,,30,Etching,3,,,,,,
230,E100,2025-06-03 19:10,Available,1,L010,20,Etching,3,L010,"E112,E111",3,FALSE,IonImplantation,RECEIPT
231,E100,2025-06-03 19:15,PM,6,,20,Etching,3,,,,,,
232,E100,2025-06-03 19:20,Busy,6,,30,Etching,3,,,,,,
233,E100,2025-06-03 19:25,PM,1,,25,Etching,3,,,,,,
234,E100,2025-06-03 19:30,Available,4,L011,30,Etching,3,L011,E113,4,FALSE,Inspection,WIP
235,E100,2025-06-03 19:35,Down,9,,30,Etching,3,,,,,,
236,E100,2025-06-03 19:40,Down,2,,30,Etching,3,,,,,,
237,E100,2025-06-03 19:45,Busy,2,,20,Etching,3,,,,,,
238,E100,2025-06-03 19:50,Available,7,L027,30,Etching,3,L027,E106,2,FALSE,Photolithography,REASSIGN
239,E100,2025-06-03 19:55,Available,6,L021,30,Etching,3,L021,E107,3,TRUE,Etching,REASSIGN
240,E100,2025-06-03 20:00,Available,8,L013,30,Etching,3,L013,"E109,E114,E108",5,TRUE,Inspection,RECEIPT
241,E100,2025-06-03 20:05,Busy,7,,30,Etching,3,,,,,,
242,E100,2025-06-03 20:10,Available,3,L027,20,Etching,3,L027,E106,2,FALSE,Photolithography,RECEIPT
243,E100,2025-06-03 20:15,Available,6,L016,20,Etching,3,L016,E101,2,TRUE,IonImplantation,HOT
244,E100,2025-06-03 20:20,Down,8,,30,Etching,3,,,,,,
245,E100,2025-06-03 20:25,Down,2,,30,Etching,3,,,,,,
246,E100,2025-06-03 20:30,PM,7,,30,Etching,3,,,,,,
247,E100,2025-06-03 20:35,Available,5,L001,25,Etching,3,L001,E114,4,FALSE,Inspection,REASSIGN
248,E100,2025-06-03 20:40,Busy,4,,25,Etching,3,,,,,,
249,E100,2025-06-03 20:45,Busy,7,,25,Etching,3,,,,,,
250,E100,2025-06-03 20:50,Down,4,,20,Etching,3,,,,,,
251,E100,2025-06-03 20:55,Down,1,,30,Etching,3,,,,,,
252,E100,2025-06-03 21:00,PM,9,,20,Etching,3,,,,,,
253,E100,2025-06-03 21:05,Available,7,L006,20,Etching,3,L006,"E108,E101,E106",4,TRUE,Etching,HOT
254,E100,2025-06-03 21:10,Busy,0,,30,Etching,3,,,,,,
255,E100,2025-06-03 21:15,Down,7,,25,Etching,3,,,,,,
256,E100,2025-06-03 21:20,PM,9,,20,Etching,3,,,,,,
257,E100,2025-06-03 21:25,Down,2,,20,Etching,3,,,,,,
258,E100,2025-06-03 21:30,PM,4,,30,Etching,3,,,,,,
259,E100,2025-06-03 21:35,PM,4,,30,Etching,3,,,,,,
260,E100,2025-06-03 21:40,PM,1,,20,Etching,3,,,,,,
261,E100,2025-06-03 21:45,Busy,1,,25,Etching,3,,,,,,
262,E100,2025-06-03 21:50,Available,4,L015,30,Etching,3,L015,"E101,E109,E107",4,FALSE,Inspection,REASSIGN
263,E100,2025-06-03 21:55,Down,3,,25,Etching,3,,,,,,
264,E100,2025-06-03 22:00,Busy,3,,20,Etching,3,,,,,,
265,E100,2025-06-03 22:05,Available,0,L029,25,Etching,3,L029,"E114,E113",1,FALSE,Inspection,HOT
266,E100,2025-06-03 22:10,Busy,9,,25,Etching,3,,,,,,
267,E100,2025-06-03 22:15,Available,4,L022,20,Etching,3,L022,"E100,E106,E107",1,TRUE,IonImplantation,HOT
268,E100,2025-06-03 22:20,Down,6,,20,Etching,3,,,,,,
269,E100,2025-06-03 22:25,Busy,6,,30,Etching,3,,,,,,
270,E100,2025-06-03 22:30,Down,2,,20,Etching,3,,,,,,
271,E100,2025-06-03 22:35,PM,2,,25,Etching,3,,,,,,
272,E100,2025-06-03 22:40,Busy,3,,25,Etching,3,,,,,,
273,E100,2025-06-03 22:45,Busy,3,,20,Etching,3,,,,,,
274,E100,2025-06-03 22:50,Available,0,L006,25,Etching,3,L006,"E108,E101,E106",4,TRUE,Etching,HOT
275,E100,2025-06-03 22:55,PM,1,,30,Etching,3,,,,,,
276,E100,2025-06-03 23:00,PM,3,,30,Etching,3,,,,,,
277,E100,2025-06-03 23:05,Down,8,,30,Etching,3,,,,,,
278,E100,2025-06-03 23:10,Down,0,,20,Etching,3,,,,,,
279,E100,2025-06-03 23:15,Available,4,L025,30,Etching,3,L025,E112,1,FALSE,Deposition,REASSIGN
280,E100,2025-06-03 23:20,Available,3,L004,25,Etching,3,L004,E107,2,TRUE,Metallization,HOT
281,E100,2025-06-03 23:25,PM,5,,20,Etching,3,,,,,,
282,E100,2025-06-03 23:30,PM,1,,25,Etching,3,,,,,,
283,E100,2025-06-03 23:35,Down,7,,25,Etching,3,,,,,,
284,E100,2025-06-03 23:40,Down,7,,20,Etching,3,,,,,,
285,E100,2025-06-03 23:45,Busy,2,,20,Etching,3,,,,,,
286,E100,2025-06-03 23:50,Available,8,L025,25,Etching,3,L025,E112,1,FALSE,Deposition,RECEIPT
287,E100,2025-06-03 23:55,Busy,0,,20,Etching,3,,,,,,
288,E100,2025-06-04 0:00,Down,2,,30,Etching,3,,,,,,
289,E101,2025-06-03 0:00,Available,4,L025,20,Inspection,3,L025,E112,1,FALSE,Deposition,REASSIGN
290,E101,2025-06-03 0:05,PM,6,,20,Inspection,3,,,,,,
291,E101,2025-06-03 0:10,Available,7,L005,25,Inspection,3,L005,E100,4,TRUE,Inspection,REASSIGN
292,E101,2025-06-03 0:15,Available,1,L015,20,Inspection,3,L015,"E101,E109,E107",4,FALSE,Inspection,RECEIPT
293,E101,2025-06-03 0:20,Busy,6,,20,Inspection,3,,,,,,
294,E101,2025-06-03 0:25,Down,2,,30,Inspection,3,,,,,,
295,E101,2025-06-03 0:30,Busy,4,,30,Inspection,3,,,,,,
296,E101,2025-06-03 0:35,Down,0,,20,Inspection,3,,,,,,
297,E101,2025-06-03 0:40,PM,0,,20,Inspection,3,,,,,,
298,E101,2025-06-03 0:45,Available,8,L001,25,Inspection,3,L001,E114,4,FALSE,Inspection,HOT
299,E101,2025-06-03 0:50,Busy,4,,20,Inspection,3,,,,,,
300,E101,2025-06-03 0:55,Available,0,L011,25,Inspection,3,L011,E113,4,FALSE,Inspection,RECEIPT
301,E101,2025-06-03 1:00,Available,3,L010,25,Inspection,3,L010,"E112,E111",3,FALSE,IonImplantation,WIP
302,E101,2025-06-03 1:05,Available,1,L023,25,Inspection,3,L023,E106,1,TRUE,Deposition,WIP
303,E101,2025-06-03 1:10,Busy,2,,20,Inspection,3,,,,,,
304,E101,2025-06-03 1:15,Down,7,,20,Inspection,3,,,,,,
305,E101,2025-06-03 1:20,Available,4,L016,25,Inspection,3,L016,E101,2,TRUE,IonImplantation,RECEIPT
306,E101,2025-06-03 1:25,Available,1,L005,30,Inspection,3,L005,E100,4,TRUE,Inspection,RECEIPT
307,E101,2025-06-03 1:30,Down,3,,30,Inspection,3,,,,,,
308,E101,2025-06-03 1:35,Available,1,L011,30,Inspection,3,L011,E113,4,FALSE,Inspection,RECEIPT
309,E101,2025-06-03 1:40,Busy,8,,30,Inspection,3,,,,,,
310,E101,2025-06-03 1:45,Down,1,,30,Inspection,3,,,,,,
311,E101,2025-06-03 1:50,Busy,3,,30,Inspection,3,,,,,,
312,E101,2025-06-03 1:55,Busy,1,,20,Inspection,3,,,,,,
313,E101,2025-06-03 2:00,Available,1,L008,20,Inspection,3,L008,E107,4,TRUE,Oxidation,WIP
314,E101,2025-06-03 2:05,Busy,0,,30,Inspection,3,,,,,,
315,E101,2025-06-03 2:10,PM,6,,25,Inspection,3,,,,,,
316,E101,2025-06-03 2:15,PM,9,,20,Inspection,3,,,,,,
317,E101,2025-06-03 2:20,Down,1,,25,Inspection,3,,,,,,
318,E101,2025-06-03 2:25,PM,3,,30,Inspection,3,,,,,,
319,E101,2025-06-03 2:30,Available,6,L023,30,Inspection,3,L023,E106,1,TRUE,Deposition,WIP
320,E101,2025-06-03 2:35,Down,8,,30,Inspection,3,,,,,,
321,E101,2025-06-03 2:40,Available,2,L027,25,Inspection,3,L027,E106,2,FALSE,Photolithography,REASSIGN
322,E101,2025-06-03 2:45,PM,9,,30,Inspection,3,,,,,,
323,E101,2025-06-03 2:50,Available,2,L001,25,Inspection,3,L001,E114,4,FALSE,Inspection,WIP
324,E101,2025-06-03 2:55,PM,3,,20,Inspection,3,,,,,,
325,E101,2025-06-03 3:00,PM,9,,25,Inspection,3,,,,,,
326,E101,2025-06-03 3:05,Down,6,,25,Inspection,3,,,,,,
327,E101,2025-06-03 3:10,Down,5,,30,Inspection,3,,,,,,
328,E101,2025-06-03 3:15,Busy,5,,20,Inspection,3,,,,,,
