NODE_ID,NODE_NAME,경도,위도,,,,,변환전 위도,변환전 경도
1160007000,아남전자본사,126.8925889,37.48440816,,,,,190500.1482,542779.0524
1160007100,구로디지털단지역,126.9014894,37.48479531,,,,,191287.3874,542821.1602
1160007200,남구로역앞교차로,126.8862953,37.485006,,,,,189943.6004,542846.0583
1160007500,한국인력관리공단,126.893431,37.48543878,,,,,190574.7608,542893.3526
1160007501,구로동170-6,126.8944839,37.4866903,,,,,190668.0362,543032.1505
1160007600,구로구-부천시,126.8189793,37.48555531,,,,,183990.0772,542916.3435
1160007700,대륭포스트타워2차,126.8963443,37.48584187,,,,,190832.4655,542937.8027
1160007800,구로디지털단지역3번출구,126.9002348,37.48563221,,,,,191176.5267,542914.1614
1160007900,개봉교,126.8564682,37.48602353,,,,,187305.7662,542962.5952
1160008000,천왕역환승센터앞교차로,126.8387616,37.48658801,,,,,185739.8681,543027.7789
1160008100,신생감리교회,126.8557439,37.48639886,,,,,187241.776,543004.3498
1160008200,국민빌딩,126.8564394,37.48644441,,,,,187303.2918,543009.3108
1160008300,개울산근린공원,126.8395872,37.48700641,,,,,185812.963,543074.091
1160008400,우창굿모닝아파트,126.8298151,37.48645861,,,,,184948.6057,543014.8097
1160008401,오류동310-7,126.8327671,37.4892947,,,,,185210.2395,543329.1116
1160008500,속성변화점,126.8541389,37.48679024,,,,,187099.893,543048.0061
1160008600,구로IC교차로,126.8786627,37.48664012,,,,,189268.7796,543028.2668
1160008700,구로IC,126.8794569,37.48688037,,,,,189339.0594,543054.8414
1160008800,구로IC,126.8783854,37.48687798,,,,,189244.2919,543054.6984
1160008900,구로IC,126.8780642,37.4873655,,,,,189215.9581,543108.8428
1160009000,구로IC,126.8796714,37.48736092,,,,,189358.0919,543108.1513
1160009100,구로1교,126.8974803,37.48727475,,,,,190933.1096,543096.7243
1160009200,구로종합사회복지관,126.8906783,37.4873285,,,,,190331.5465,543103.3661
1160009300,오남중학교,126.8383383,37.48732419,,,,,185702.5699,543109.5495
1160009400,태성빌라,126.8396303,37.48751904,,,,,185816.8701,543130.9807
1160009401,오류동169-3,126.8396534,37.48792232,,,,,185818.9936,543175.7356
1160009600,철산2교,126.859183,37.48802929,,,,,187546.2068,543184.8456
1160009700,배남준치과의원앞,126.8562791,37.48812488,,,,,187289.4011,543195.8424
1160009800,구로IC,126.8771668,37.48804715,,,,,189136.69,543184.6008
1160009900,구로IC,126.8767114,37.48840307,,,,,189096.4627,543224.1552
1160010000,삼미주택,126.8367909,37.48834405,,,,,185565.9123,543222.9766
1160010100,두산아파트,126.8897007,37.48840333,,,,,190245.226,543222.7595
1160010400,광덕사거리,126.8360212,37.48869103,,,,,185497.9143,543261.6058
1160010500,칠성3차아파트,126.8771408,37.48872429,,,,,189134.489,543259.7572
1160010600,구로IC,126.8759434,37.48932547,,,,,189028.675,543326.619
1160010700,성일교회,126.8245841,37.48927931,,,,,184486.548,543328.7197
1160010800,영서중,126.891553,37.48957462,,,,,190409.1953,543352.5666
1160010900,예원빌라,126.8397919,37.48959494,,,,,185831.5545,543361.3539
1160011000,금강수목원아파트,126.8339336,37.48978233,,,,,185313.4993,543383.0498
1160011100,대림그린빌라,126.8517148,37.48987917,,,,,186886.043,543391.1714
1160011200,이다캐슬,126.8522413,37.48990605,,,,,186932.6098,543394.0818
1160011300,대성빌딩,126.8560975,37.49002047,,,,,187273.6584,543406.2527
1160011400,개봉빌라,126.8506792,37.49009003,,,,,186794.497,543414.7194
1160011500,오정초등학교,126.825816,37.49023231,,,,,184595.6888,543434.2887
1160011700,개봉동아이파크,126.861239,37.49049312,,,,,187728.4389,543458.0284
1160011800,오류고가차도남측,126.8333424,37.49062303,,,,,185261.3763,543476.4479
1160011900,이화우성아파트앞교차로,126.8930102,37.4904878,,,,,190538.1799,543453.7699
1160012000,구로정형외과앞교차로,126.8840583,37.49058383,,,,,189746.5185,543465.3653
1160012100,산북빌딩,126.8802078,37.49068011,,,,,189405.9991,543476.4778
1160012200,한남장로교회,126.8815183,37.49059919,,,,,189521.8868,543467.3497
1160012500,구로정형외과앞,126.8840087,37.49075542,,,,,189742.1529,543484.4153
1160012700,온수역입구교차로,126.8278114,37.49093253,,,,,184772.2986,543511.6794
1160012701,동부제강입구교차로,126.8315822,37.49142856,,,,,185105.8725,543566.1292
1160012800,신구로빗물펌프장,126.8724356,37.49098118,,,,,188718.7067,543510.7952
1160012900,새마을금고오류2동지점,126.8407313,37.49101226,,,,,185914.8985,543518.5167
1160013000,시몬아트빌라,126.8515895,37.49121639,,,,,186875.1951,543539.603
1160013100,대명월드,126.852104,37.49124802,,,,,186920.7035,543543.0425
1160013200,구로1동파출소앞교차로,126.8746641,37.49126069,,,,,188915.8217,543541.5531
1160013300,개봉현대훼밀리타운APT,126.8635111,37.49138676,,,,,187929.5227,543556.9167
1160013400,신구로빗물펌프장,126.8739698,37.49134408,,,,,188854.4333,543550.8905
1160013500,부일길삼거리,126.8211542,37.49140992,,,,,184183.6584,543565.7615
1160013600,중앙시장,126.8536564,37.49144305,,,,,187058.0226,543564.4738
1160013700,동부제강입구교차로,126.8326376,37.49170051,,,,,185199.2586,543596.1456
1160013800,개봉고가차도남측,126.8560111,37.49217442,,,,,187266.3855,543645.3247
1160013900,버들유치원,126.8425578,37.49168459,,,,,186076.5592,543592.8648
1160014000,오류동역교차로,126.8406968,37.491756,,,,,185911.988,543601.0669
1160014100,동진빌라,126.8246313,37.49176379,,,,,184491.2372,543604.4569
1160014200,구일초등교앞,126.8723258,37.49177669,,,,,188709.1155,543599.1001
1160014400,온수동길삼거리,126.8212689,37.49205755,,,,,184193.942,543637.6205
1160014500,서울구로1동우체국,126.8739248,37.49168095,,,,,188850.5084,543588.2841
1160014600,대림역,126.895678,37.49217442,,,,,190774.321,543640.6984
1160014700,구일초등교앞,126.8723623,37.49235185,,,,,188712.4228,543662.9309
1160014800,가마산고가차도남측,126.8822031,37.4922567,,,,,189582.675,543651.2355
1160015000,오류동푸르지오,126.8417493,37.49253087,,,,,186005.2176,543686.9104
1160015100,선진환경,126.835482,37.49244891,,,,,185450.9562,543678.7641
1160015200,현대홈타운2단지,126.8604909,37.49249456,,,,,187662.6088,543680.2601
1160015300,오류동교차로,126.8406216,37.49259431,,,,,185905.4953,543694.1199
1160015400,미래빌라,126.8421441,37.49266426,,,,,186040.1545,543701.6562
1160015500,가마산고가차도,126.8824246,37.49292545,,,,,189602.3635,543725.4337
1160015600,가린열교,126.8652773,37.49281296,,,,,188085.942,543714.9818
1160015700,동구로초등교,126.8907956,37.49282875,,,,,190342.626,543713.8095
1160015900,수정빌딩,126.8247407,37.49296783,,,,,184501.1591,543738.0717
1160016100,개봉지하차도,126.8628482,37.49311737,,,,,187871.1739,543749.0776
1160016300,조양빌딩,126.8560541,37.49305828,,,,,187270.3356,543743.4159
1160016400,고대구로병원사거리,126.8834261,37.49311493,,,,,189690.9559,543746.3534
1160016500,오류지하차도,126.8405004,37.49330217,,,,,185894.9119,543772.7013
1160016600,레오아파트,126.8534945,37.49313067,,,,,187043.9996,543751.7992
1160016700,개봉지하차도,126.8628661,37.49322455,,,,,187872.7774,543760.97
1160016800,우신중고교입구교차로,126.8270663,37.49320368,,,,,184706.873,543763.8686
1160016900,SK구로주유소,126.8720765,37.49324849,,,,,188687.2873,543762.4806
1160017000,궁동3R,126.8342805,37.49324084,,,,,185344.8509,543766.8452
1160017100,백조빌딩,126.8348065,37.49324824,,,,,185391.3682,543767.5841
1160017200,수정아파트,126.8364183,37.49327088,,,,,185533.9136,543769.8482
1160017400,온수입구삼거리,126.8374686,37.49316326,,,,,185626.7721,543757.7424
1160017500,개웅교회,126.8592328,37.49332744,,,,,187551.4836,543772.8645
1160017600,구일고등학교,126.8746306,37.49337042,,,,,188913.1758,543775.7098
1160017700,개봉역,126.8582759,37.4934534,,,,,187466.886,543786.9715
1160017800,오류동역2번출구,126.8439062,37.49358398,,,,,186196.1511,543803.4735
1160017900,소망의샘교회,126.8513362,37.49370965,,,,,186853.2346,543816.3577
1160018000,구로1동성당,126.871959,37.49383003,,,,,188676.9824,543827.0381
1160018100,사무엘기독백화점,126.858362,37.49380156,,,,,187474.5589,543825.6008
1160018200,엑스포카센타,126.8536566,37.4939175,,,,,187058.4637,543839.1051
1160018400,개봉지하차도,126.8528359,37.49424878,,,,,186985.9443,543875.9856
1160018800,성한빌딩,126.8561944,37.49400785,,,,,187282.9098,543848.7869
1160018900,열린문교회,126.850806,37.49403558,,,,,186806.4033,543852.6057
1160019000,오류지하차도,126.8404609,37.49358819,,,,,185891.4723,543804.4514
1160019200,구로근상프리즘팰리스,126.871735,37.4938822,,,,,188657.1817,543832.855
1160019300,개봉지하차도,126.8528891,37.49434822,,,,,186990.6717,543887.0152
1160019400,늘해랑어린이집,126.853598,37.49427015,,,,,187053.3414,543878.2529
1160019500,오류고가차도북측,126.8311598,37.49396054,,,,,185069.0222,543847.2126
1160019600,구로소방파출소앞교차로,126.8828902,37.49434092,,,,,189643.7277,543882.4818
1160019700,시티월드앞교차로,126.8401003,37.49441125,,,,,185859.7382,543895.8552
1160019800,구로중학교,126.8893646,37.49461458,,,,,190216.3136,543912.1615
1160019900,우성쇼핑앞,126.8941349,37.49463981,,,,,190638.1595,543914.4766
1160020000,오류동삼거리,126.841136,37.49488109,,,,,185951.4165,543947.8459
1160020200,안양교,126.8713882,37.49472789,,,,,188626.6465,543926.7572
1160020500,현대홈맨션,126.849775,37.49494969,,,,,186715.3865,543954.2059
1160020600,우신빌라타운,126.8304527,37.49515925,,,,,185006.7275,543980.3662
1160020800,성은빌라,126.8506901,37.49515349,,,,,186796.3491,543976.6955
1160020900,벗꽃길삼거리,126.8799807,37.49516761,,,,,189386.5522,543974.5569
1160021000,구로구청구의회앞교차로,126.8888475,37.49526848,,,,,190170.6729,543984.7897
1160021100,동양빌라,126.8315069,37.49533061,,,,,185099.9933,543999.2178
1160021200,해원리버파크,126.8716646,37.49539586,,,,,188651.1833,544000.8599
1160021400,구일중학교,126.8735912,37.49542247,,,,,188821.5637,544003.5827
1160021600,단비어린이집,126.8747543,37.49547734,,,,,188924.4206,544009.5358
1160021700,우신고등학교,126.8254179,37.4954922,,,,,184561.5636,544018.1337
1160021900,구로구청구의회,126.8894122,37.49557951,,,,,190220.6462,544019.2518
1160022200,동광빌라,126.8314912,37.49565838,,,,,185098.6704,544035.598
1160022400,밀알독서실,126.8251668,37.49569148,,,,,184539.4047,544040.2926
1160022500,구로초등교,126.8826052,37.49573523,,,,,189618.7245,544037.2633
1160022600,고척동국제외국어학원,126.8563633,37.49581518,,,,,187298.1445,544049.3546
1160022601,개봉역(서울1호선),126.8589106,37.49530424,,,,,187523.3257,543992.3064
1160022700,연세중앙교회,126.8353952,37.49592611,,,,,185443.9523,544064.7023
1160022800,sk허브수,126.8715776,37.49594887,,,,,188643.5801,544062.2483
1160022900,구로구청,126.8881278,37.49610753,,,,,190107.1397,544077.9894
1160023000,구미빌딩,126.8889805,37.49615483,,,,,190182.5461,544083.1488
1160023400,구로변전소앞교차로,126.8825502,37.49651472,,,,,189613.962,544123.7822
1160023500,오류IC,126.850098,37.4966029,,,,,186744.246,544137.6447
1160023600,한마음아파트삼거리,126.8628589,37.4966426,,,,,187872.6923,544140.3307
1160023601,개봉동179-46,126.8613117,37.49668163,,,,,187735.8802,544144.8632
1160023900,오류IC,126.8499609,37.49658324,,,,,186732.1189,544135.4826
1160024000,지하차도남측,126.887559,37.49681917,,,,,190056.9323,544157.0312
1160024100,속성변화점,126.8797536,37.49684446,,,,,189366.7084,544160.6917
1160024300,금석빌딩앞,126.8595999,37.49699636,,,,,187584.5604,544180.0183
1160024400,오류IC,126.8498035,37.49698944,,,,,186718.274,544180.5879
1160024500,기업은행구로북지점,126.8921523,37.49700167,,,,,190463.1373,544176.8115
1160024600,구로변전소앞,126.8833993,37.49698936,,,,,189689.1188,544176.368
1160024700,중앙구로하이츠,126.8752341,37.49708401,,,,,188967.0848,544187.7992
1160024800,지하차도남측,126.8712644,37.49717735,,,,,188616.0637,544198.6313
1160024900,거리공원오거리,126.8926957,37.49722204,,,,,190511.2199,544201.2143
1160025000,거리공원오거리,126.8933051,37.497196,,,,,190565.0995,544198.2635
1160025100,대림프라자,126.8555017,37.49734186,,,,,187222.2128,544218.9121
1160025200,라미우드빌딩,126.8640829,37.49730913,,,,,187981.0393,544214.1496
1160025201,구로소방서앞교차로,126.8646649,37.49778515,,,,,188032.5759,544266.9074
1160025300,영동빌딩,126.8620574,37.4973068,,,,,187801.9253,544214.1514
1160025400,거리공원오거리,126.8926201,37.49731183,,,,,190504.5466,544211.1876
1160025500,개봉사거리,126.8565158,37.49740388,,,,,187311.9068,544225.659
1160025600,거리공원오거리,126.8939931,37.4973188,,,,,190625.9538,544211.8234
1160025700,오류IC,126.8490261,37.49770974,,,,,186649.6537,544260.6417
1160025800,녹산빌딩,126.8917027,37.49753764,,,,,190423.4497,544236.3428
1160025900,온수동산15-1,126.815939,37.49756572,,,,,183723.7882,544249.8643
1160026000,고척지하차도남측,126.8681526,37.49804979,,,,,188341.0298,544295.842
1160026100,일이삼전자타운,126.8628065,37.49766953,,,,,187868.2195,544254.3132
1160026200,오류IC,126.8472427,37.49787805,,,,,186491.9782,544279.5763
1160026300,오류IC,126.8473143,37.49778621,,,,,186498.2945,544269.3731
1160026500,고운아파트,126.8524262,37.49791377,,,,,186950.3529,544282.8091
1160026600,거리공원오거리,126.8938613,37.4979087,,,,,190614.3783,544277.3079
1160026700,오류IC,126.8483653,37.49803231,,,,,186591.2761,544296.536
1160026800,거리공원오거리,126.8925517,37.49798847,,,,,190498.5787,544286.2927
1160026900,구로소방서앞,126.8650285,37.4980826,,,,,188064.7801,544299.8748
1160027000,구로본동새마을금고,126.8825029,37.49805587,,,,,189609.9932,544294.8357
1160027100,중원오피스텔,126.8516988,37.49814468,,,,,186886.0722,544308.5382
1160027200,오류IC,126.8483228,37.49813697,,,,,186587.5429,544308.1583
1160027300,오류IC,126.8498388,37.49818553,,,,,186721.6069,544313.3332
1160027400,오류IC,126.8510073,37.49819644,,,,,186824.9338,544314.3798
1160027500,거리공원오거리,126.8930988,37.49826788,,,,,190546.9976,544317.249
1160027600,서울은행고척동지점,126.860745,37.49833869,,,,,187686.0376,544328.8485
1160027700,오류IC,126.8498186,37.49829093,,,,,186719.8334,544325.0337
1160027800,지하차도북측,126.8862408,37.49830497,,,,,189940.5659,544322.0766
1160027900,오류IC,126.8510154,37.4983046,,,,,186825.6677,544326.3827
1160028000,오류IC교차로,126.8486919,37.49829495,,,,,186620.2051,544325.6396
1160028100,동도아르떼빌아파트,126.8909783,37.49843853,,,,,190359.503,544336.4035
1160028500,구로보건소입구삼거리,126.8859192,37.49858666,,,,,189912.163,544353.3747
1160028600,태진운수,126.8926133,37.49882885,,,,,190504.135,544379.5585
1160028700,오류IC,126.8482788,37.4987909,,,,,186583.7657,544380.7419
1160028800,삼영아파트,126.8567992,37.49872374,,,,,187337.1838,544372.1079
1160028900,지하차도동측,126.8856073,37.49874062,,,,,189884.6064,544370.4954
1160029000,궁동종합사회복지관앞,126.8291204,37.4988202,,,,,184889.6476,544386.8975
1160029100,강서빌딩,126.8614055,37.49885389,,,,,187744.5265,544385.9437
1160029200,시립구로도서관,126.8918164,37.49887967,,,,,190433.6718,544385.2795
1160029300,고척교교차로,126.8717925,37.49888474,,,,,188663.0274,544388.0656
1160029500,충정빌라,126.8299765,37.49895793,,,,,184965.3862,544402.0467
1160029700,오류IC,126.8480538,37.49886601,,,,,186563.8842,544389.1103
1160029900,신구로자이나인스애비,126.8846557,37.49908369,,,,,189800.504,544408.6749
1160030000,온수학교길종점,126.8211831,37.49910346,,,,,184187.8389,544419.6398
1160030100,고척교,126.8719838,37.49927436,,,,,188679.9964,544431.2851
1160030200,구로고등학교,126.8901819,37.49940532,,,,,190289.2057,544443.7869
1160030300,구로큰길2지하차도,126.8839457,37.49941484,,,,,189737.7623,544445.505
1160030400,오류IC,126.8472678,37.50002797,,,,,186494.5898,544518.1861
1160030500,주동행교회,126.8479253,37.49941233,,,,,186552.6132,544449.7633
1160030600,동양미래대학앞교차로,126.8688356,37.49956923,,,,,188401.6636,544464.3951
1160030700,동양공업전문대학,126.8676244,37.4996625,,,,,188294.5712,544474.897
1160030800,새솔금호아파트,126.8910018,37.49984953,,,,,190361.7636,544493.004
1160030900,동우빌라,126.8496874,37.49998434,,,,,186708.5325,544512.9988
1160031000,서봉빌딩,126.8627929,37.49998072,,,,,187867.3993,544510.8273
1160031100,의성빌딩,126.8670209,37.50013276,,,,,188241.2827,544527.1653
1160031200,한스타워,126.8915746,37.50014025,,,,,190412.4567,544525.212
1160031300,AK플라자앞,126.8829544,37.50025252,,,,,189650.2204,544538.5856
1160031500,윈골프클럽,126.8637827,37.50033945,,,,,187954.9765,544550.5148
1160031700,구로5동사무소R,126.889313,37.50046006,,,,,190212.5129,544560.9396
1160031800,대봉콜렉션,126.8512259,37.50044042,,,,,186844.6609,544563.4021
1160031900,고척초등교,126.8579188,37.5005327,,,,,187436.4892,544572.7289
1160032000,호수빌라트,126.8296641,37.5004951,,,,,184938.0679,544572.7033
1160032100,거리공원교차로,126.890452,37.50050411,,,,,190313.2304,544565.7108
1160032200,동선빌딩,126.8642105,37.50056999,,,,,187992.8385,544576.0472
1160032300,구로한스타워,126.8923609,37.50057768,,,,,190482.0363,544573.6815
1160032400,다사랑길삼거리,126.892747,37.50051724,,,,,190516.1676,544566.9346
1160032500,고척동청구아파트,126.8636206,37.50064917,,,,,187940.689,544584.9107
1160032600,구로여자정보산업고등,126.8290238,37.50070575,,,,,184881.4883,544596.1851
1160032700,지하차도북측,126.8727708,37.50178925,,,,,188749.9649,544710.3114
1160032800,고척중학교,126.8622946,37.50085504,,,,,187823.4783,544607.9295
1160032900,영림빌딩,126.8849074,37.50082181,,,,,189822.9936,544601.5565
1160033000,거리공원교차로,126.8910081,37.50081557,,,,,190362.4504,544600.2215
1160033100,구로거리공원서,126.8901364,37.50087982,,,,,190285.3738,544607.4424
1160033200,세계비전교회,126.8907116,37.50117622,,,,,190336.2751,544640.279
1160033300,거리공원교차로,126.8898378,37.5012526,,,,,190259.0153,544648.8472
1160033400,중앙유통단지,126.8772342,37.50114844,,,,,189144.5456,544638.6655
1160033600,거리공원교차로,126.8904058,37.50154813,,,,,190309.2819,544681.5884
1160033800,개봉1동사거리,126.8465613,37.50163065,,,,,186432.4041,544696.1643
1160033900,쌍용화재,126.8915111,37.50158888,,,,,190407.0268,544685.9974
1160034100,한일한의원,126.8647626,37.50175722,,,,,188041.8526,544707.7438
1160034200,서울가든아파트,126.8591344,37.50199273,,,,,187544.2277,544734.6118
1160034300,개봉제1동주민센터,126.8476031,37.50198266,,,,,186524.5876,544735.0837
1160034400,구로다솜금호아파트,126.8922512,37.50197217,,,,,190472.5113,544728.4631
1160034500,구로기계공구상가단지,126.8784317,37.5020825,,,,,189250.5634,544742.1968
1160034600,청구아파트,126.8628198,37.50212711,,,,,187870.1245,544749.0453
1160034700,기업은행개봉,126.8484888,37.50233543,,,,,186602.9706,544774.1098
1160034800,구로지하차도남측,126.8782576,37.50188184,,,,,189235.1391,544719.9457
1160034900,구로여자산업고교,126.8290607,37.50245138,,,,,184885.1043,544789.9222
1160035000,밤동산터널,126.8863045,37.50248714,,,,,189946.7527,544786.2361
1160035100,경서농협고척지소,126.8640713,37.50256124,,,,,187980.8528,544797.0673
1160035400,구로LG아파트입구,126.8923357,37.50269874,,,,,190480.0757,544809.0939
1160035500,산업안전협회,126.889486,37.50266677,,,,,190228.0924,544805.8378
1160035900,상암빌딩,126.8500142,37.50290886,,,,,186737.953,544837.537
1160036100,롯데구로아파트,126.8850104,37.50294477,,,,,189832.391,544837.1662
1160036300,속성변화점,126.842798,37.50296907,,,,,186099.8864,544845.2613
1160036400,구로역교차로,126.8798092,37.50302591,,,,,189372.5043,544846.7464
1160036500,은광교회,126.8456296,37.50308914,,,,,186350.2886,544858.173
1160036600,SGI한국불교회,126.8903247,37.50309159,,,,,190302.3107,544852.9002
1160036800,도림천연결3길삼거리,126.8928018,37.50314143,,,,,190521.3474,544858.1797
1160036900,영신빌딩,126.8459837,37.50321166,,,,,186381.6153,544871.7196
1160037100,청민그린빌라,126.8513054,37.50339419,,,,,186852.2016,544891.2215
1160037300,밤동산터널,126.8857684,37.50332097,,,,,189899.463,544878.8382
1160037500,서울개인택시운송사업조합남서지부,126.8882291,37.50325599,,,,,190117.0323,544871.3648
1160037600,개봉1파출소,126.8468987,37.50349276,,,,,186462.5769,544902.7862
1160037800,구로지하차도북측,126.881539,37.5042782,,,,,189525.6322,544985.5405
1160038000,한강빌딩,126.8915107,37.50370709,,,,,190407.2623,544921.0922
1160038100,경남2차아파트,126.8565793,37.50373468,,,,,187318.5906,544928.2872
1160038101,고척동172-170,126.860445,37.50403821,,,,,187660.4467,544961.4616
1160038300,정우사,126.8465636,37.5040883,,,,,186433.0493,544968.9322
1160038400,고척지하차도북측,126.8699823,37.50236909,,,,,188503.4843,544775.0033
1160038500,신정교회,126.8606032,37.50389219,,,,,187674.4118,544945.2343
1160038600,구로동복합건물OPUS1,126.8770888,37.50398954,,,,,189132.1029,544954.008
1160038700,미래초교앞,126.8871731,37.5040685,,,,,190023.7665,544961.6541
1160038900,알파빌딩,126.8925486,37.5042467,,,,,190499.102,544980.8761
1160039000,미래초교앞교차로,126.88773,37.50434318,,,,,190073.0452,544992.0812
1160039100,고척우체국삼거리,126.8615888,37.50424807,,,,,187761.6186,544984.6044
1160039200,구로제일은행,126.8779233,37.50459828,,,,,189205.9694,545021.4743
1160039300,미래초교앞,126.8880824,37.50452337,,,,,190104.2301,545012.0435
1160039500,미래초교앞,126.8872476,37.50462758,,,,,190030.432,545023.6979
1160039600,센츄리아파트,126.8612664,37.50478217,,,,,187733.2023,545043.9241
1160039601,고척동176-20,126.8608007,37.50554676,,,,,187692.1503,545128.8454
1160039700,동양자동차운전학원,126.8708221,37.50478289,,,,,188578.1102,545042.8019
1160039800,화이트빌,126.8453195,37.50491005,,,,,186323.1952,545060.315
1160039900,우성아파트삼거리,126.8888545,37.50491818,,,,,190172.5565,545055.7809
1160040000,양우아파트,126.8557946,37.50507261,,,,,187249.4284,545076.8864
1160040001,고척2파출소앞교차로,126.8590777,37.50638263,,,,,187539.9416,545221.8422
1160040100,양천구-구로구,126.8709307,37.50509799,,,,,188587.7675,545077.76
1160040200,GS25구로W타워점,126.8746781,37.50519078,,,,,188919.1201,545087.6114
1160040400,구로재활용센타,126.8900426,37.50552061,,,,,190277.6856,545122.5199
1160040500,양천구-구로구,126.8649405,37.50554444,,,,,188058.1833,545128.0535
1160040600,구로금호빌딩앞,126.8767974,37.50556125,,,,,189106.5652,545128.4808
1160040800,월드프라자,126.8765886,37.50576058,,,,,189088.1326,545150.6287
1160040900,신도림동사무소,126.8836059,37.50576424,,,,,189708.592,545150.2439
1160040901,신도림동413-2,126.8838415,37.5059348,,,,,189729.4401,545169.1486
1160041100,고척동우성아파트,126.8605372,37.5059794,,,,,187668.9214,545176.8974
1160041101,구로시-양천구,126.8626242,37.50683119,,,,,187853.5868,545271.1632
1160041200,작동터널동측,126.8240272,37.50615774,,,,,184440.7961,545202.1011
1160041300,신도림3차푸르지오,126.884135,37.50614738,,,,,189755.4233,545192.7096
1160041600,양천구-구로구,126.844268,37.5062928,,,,,186230.4839,545213.9368
1160041700,지하차도남측,126.8740735,37.50561851,,,,,188865.7273,545135.1551
1160042000,궁동삼거리,126.8291235,37.50639161,,,,,184891.4543,545227.2264
1160042100,궁동터널서측,126.830238,37.5064331,,,,,184990.003,545231.6538
1160042200,양천구-구로구,126.8310828,37.50647226,,,,,185064.7038,545235.8651
1160042300,속성변화점,126.882906,37.50645455,,,,,189646.799,545226.9362
1160042500,속성변화점,126.8783318,37.50661583,,,,,189242.3849,545245.3497
1160042600,샘물빌딩,126.8453039,37.50664551,,,,,186322.1369,545252.9321
1160042700,고척2파출소앞교차로,126.8600552,37.50677069,,,,,187626.4363,545264.783
1160042800,새마길사거리,126.8924044,37.5068048,,,,,190486.6693,545264.8067
1160042900,오금교앞,126.8751755,37.50693633,,,,,188963.3586,545281.2868
1160043000,고척2파출소앞,126.8598716,37.50704051,,,,,187610.2427,545294.7544
1160043100,거리공원입구교차로,126.8853322,37.50702732,,,,,189861.394,545290.2423
1160043200,구로1빗물펌프장,126.8922019,37.50710141,,,,,190468.8099,545297.7474
1160043300,신도림성당,126.8826865,37.50710812,,,,,189627.4843,545299.4983
1160043400,거리공원입구,126.8857042,37.50722067,,,,,189894.3114,545311.6621
1160043500,오금교앞교차로,126.8747997,37.50724865,,,,,188930.176,545315.9936
1160043700,성락교회대학선교원,126.8816583,37.50731092,,,,,189536.5998,545322.1202
1160043800,동백빌라,126.8449122,37.50735827,,,,,186287.6352,545332.0956
1160043900,상보빌딩,126.8790867,37.50740477,,,,,189309.2418,545332.826
1160044000,한일유앤아이아파트,126.8500088,37.50745448,,,,,186738.2744,545342.0439
