날짜,현재수위,유입량,방류량
2018-04-30 0:30,25,173,173
2018-04-30 0:40,25,173,173
2018-04-30 0:50,25,173,173
2018-04-30 1:00,25,173,173
2018-04-30 1:10,25.03,474,172
2018-04-30 1:20,25.03,172,172
2018-04-30 1:30,25.03,172,172
2018-04-30 1:40,25.04,273,172
2018-04-30 1:50,25.04,172,172
2018-04-30 2:00,25.04,172,172
2018-04-30 2:10,25.03,71,172
2018-04-30 2:20,25.03,172,172
2018-04-30 2:30,25.03,172,172
2018-04-30 2:40,25.03,172,172
2018-04-30 2:50,25.02,172,172
2018-04-30 3:00,25.02,172,172
2018-04-30 3:10,25.01,71,172
2018-04-30 3:20,25.02,273,172
2018-04-30 3:30,25.02,172,172
2018-04-30 3:40,25.02,172,172
2018-04-30 3:50,25.03,172,172
2018-04-30 4:00,25.03,172,172
2018-04-30 4:10,25.04,273,172
2018-04-30 4:20,25.04,172,172
2018-04-30 4:30,25.04,172,172
2018-04-30 4:40,25.04,172,172
2018-04-30 4:50,25.04,172,172
2018-04-30 5:00,25.04,172,172
2018-04-30 5:10,25.04,172,172
2018-04-30 5:20,25.03,71,172
2018-04-30 5:30,25.03,71,172
2018-04-30 5:40,25.03,172,172
2018-04-30 5:50,25.03,172,172
2018-04-30 6:00,25.03,172,172
2018-04-30 6:10,25.04,273,172
2018-04-30 6:20,25.04,172,172
2018-04-30 6:30,25.04,172,172
2018-04-30 6:40,25.04,172,172
2018-04-30 6:50,25.04,172,172
2018-04-30 7:00,25.04,172,172
2018-04-30 7:10,25.04,172,172
2018-04-30 7:20,25.04,172,172
2018-04-30 7:30,25.04,172,172
2018-04-30 7:40,25.04,172,172
2018-04-30 7:50,25.04,172,172
2018-04-30 8:00,25.04,172,172
2018-04-30 8:10,25.04,172,172
2018-04-30 8:20,25.04,172,172
2018-04-30 8:30,25.04,172,172
2018-04-30 8:40,25.04,172,172
2018-04-30 8:50,25.04,172,172
2018-04-30 9:00,25.04,172,172
2018-04-30 9:10,25.05,273,172
2018-04-30 9:20,25.07,374,172
2018-04-30 9:30,25.07,374,172
2018-04-30 9:40,25.09,374,171
2018-04-30 9:50,25.09,171,171
2018-04-30 10:00,25.09,171,171
2018-04-30 10:10,25.09,171,171
2018-04-30 10:20,25.09,171,171
2018-04-30 10:30,25.09,171,171
2018-04-30 10:40,25.09,171,171
2018-04-30 10:50,25.09,171,171
2018-04-30 11:00,25.09,171,171
2018-04-30 11:10,25.07,243,446
2018-04-30 11:20,25.07,555,555
2018-04-30 11:30,25.07,561,561
2018-04-30 11:40,25.1,865,561
2018-04-30 11:50,25.09,462,564
2018-04-30 12:00,25.09,462,564
2018-04-30 12:10,25.1,666,564
2018-04-30 12:20,25.1,567,567
2018-04-30 12:30,25.1,567,567
2018-04-30 12:40,25.1,567,567
2018-04-30 12:50,25.09,465,567
2018-04-30 13:00,25.09,465,567
2018-04-30 13:10,25.09,567,567
2018-04-30 13:20,25.07,367,570
2018-04-30 13:30,25.07,367,570
2018-04-30 13:40,25.07,570,570
2018-04-30 13:50,25.07,570,570
2018-04-30 14:00,25.07,570,570
2018-04-30 14:10,25.07,570,570
2018-04-30 14:20,25.06,469,570
2018-04-30 14:30,25.05,469,570
2018-04-30 14:40,25.07,369,369
2018-04-30 14:50,25.07,306,306
2018-04-30 15:00,25.07,304,304
2018-04-30 15:10,25.06,203,304
2018-04-30 15:20,25.07,403,302
2018-04-30 15:30,25.07,403,302
2018-04-30 15:40,25.07,302,302
2018-04-30 15:50,25.07,302,302
2018-04-30 16:00,25.07,302,302
2018-04-30 16:10,25.07,302,302
2018-04-30 16:20,25.07,302,302
2018-04-30 16:30,25.07,300,300
2018-04-30 16:40,25.07,300,300
2018-04-30 16:50,25.07,300,300
2018-04-30 17:00,25.07,300,300
2018-04-30 17:10,25.09,503,300
2018-04-30 17:20,25.09,300,300
2018-04-30 17:30,25.09,300,300
2018-04-30 17:40,25.09,300,300
2018-04-30 17:50,25.09,300,300
2018-04-30 18:00,25.09,300,300
2018-04-30 18:10,25.09,300,300
2018-04-30 18:20,25.06,-4,300
2018-04-30 18:30,25.06,-4,300
2018-04-30 18:40,25.05,199,300
2018-04-30 18:50,25.05,300,300
2018-04-30 19:00,25.05,300,300
2018-04-30 19:10,25.04,201,302
2018-04-30 19:20,25.04,302,302
2018-04-30 19:30,25.04,302,302
2018-04-30 19:40,25.05,401,300
2018-04-30 19:50,25.06,401,300
2018-04-30 20:00,25.06,401,300
2018-04-30 20:10,25.06,300,300
2018-04-30 20:20,25.06,300,300
2018-04-30 20:30,25.06,300,300
2018-04-30 20:40,25.06,300,300
2018-04-30 20:50,25.04,201,302
2018-04-30 21:00,25.04,201,302
2018-04-30 21:10,25.04,302,302
2018-04-30 21:20,25.04,302,302
2018-04-30 21:30,25.04,302,302
2018-04-30 21:40,25.03,201,302
2018-04-30 21:50,25.03,302,302
2018-04-30 22:00,25.03,302,302
2018-04-30 22:10,25.03,302,302
2018-04-30 22:20,25.03,302,302
2018-04-30 22:30,25.03,302,302
2018-04-30 22:40,25.04,302,302
2018-04-30 22:50,25.04,302,302
2018-04-30 23:00,25.04,302,302
2018-04-30 23:10,25.04,302,302
2018-04-30 23:20,25.03,201,302
2018-04-30 23:30,25.03,302,302
2018-04-30 23:40,25.03,302,302
2018-04-30 23:50,25.02,308,308
