날짜,현재수위,유입량,방류량
2015-04-29 7:20,25.142,69,169
2015-04-29 7:30,25.14,69,169
2015-04-29 7:40,25.14,69.1,169.1
2015-04-29 7:50,25.135,-30.8,169.2
2015-04-29 8:00,25.14,63,163
2015-04-29 8:10,25.129,169.4,169.4
2015-04-29 8:20,25.135,169.5,169.5
2015-04-29 8:30,25.178,669.2,169.2
2015-04-29 8:40,25.196,869,169
2015-04-29 8:50,25.199,869,169
2015-04-29 9:00,25.15,269,169
2015-04-29 9:10,25.181,142.2,342.2
2015-04-29 9:20,25.197,345,345
2015-04-29 9:30,25.199,346,346
2015-04-29 9:40,25.187,253.3,353.3
2015-04-29 9:50,25.179,147.9,347.9
2015-04-29 10:00,25.17,540,340
2015-04-29 10:10,25.169,355.2,355.2
2015-04-29 10:20,25.169,349.2,349.2
2015-04-29 10:30,25.179,449.1,349.1
2015-04-29 10:40,25.179,455.6,355.6
2015-04-29 10:50,25.179,449.5,349.5
2015-04-29 11:00,25.19,548,348
2015-04-29 11:10,25.199,449.4,349.4
2015-04-29 11:20,25.19,355.8,355.8
2015-04-29 11:30,25.199,449.4,349.4
2015-04-29 11:40,25.199,449.4,349.4
2015-04-29 11:50,25.199,373.9,273.9
2015-04-29 12:00,25.2,424,324
2015-04-29 12:10,25.199,272.3,272.3
2015-04-29 12:20,25.198,271.9,271.9
2015-04-29 12:30,25.19,171.7,271.7
2015-04-29 12:40,25.187,171.6,271.6
2015-04-29 12:50,25.181,71.6,271.6
2015-04-29 13:00,25.19,160,260
2015-04-29 13:10,25.154,-28.2,271.8
2015-04-29 13:20,25.143,-228.1,271.9
2015-04-29 13:30,25.129,-328,272
2015-04-29 13:40,25.128,-328,272
2015-04-29 13:50,25.129,-328,272
2015-04-29 14:00,25.17,60,260
2015-04-29 14:10,25.14,247.1,147.1
2015-04-29 14:20,25.177,646.3,146.3
2015-04-29 14:30,25.192,745.9,145.9
2015-04-29 14:40,25.199,845.6,145.6
2015-04-29 14:50,25.199,845.5,145.5
2015-04-29 15:00,25.16,40,140
2015-04-29 15:10,25.204,145.4,145.4
2015-04-29 15:20,25.191,45.4,145.4
2015-04-29 15:30,25.165,-154.4,145.6
2015-04-29 15:40,25.149,-354.4,145.6
2015-04-29 15:50,25.136,-454.3,145.7
2015-04-29 16:00,25.15,46,146
2015-04-29 16:10,25.12,145.9,145.9
2015-04-29 16:20,25.12,145.8,145.8
2015-04-29 16:30,25.12,145.7,145.7
2015-04-29 16:40,25.12,145.7,145.7
2015-04-29 16:50,25.129,245.6,145.6
2015-04-29 17:00,25.14,40,140
2015-04-29 17:10,25.163,345.3,145.3
2015-04-29 17:20,25.175,545.2,145.2
2015-04-29 17:30,25.186,645.1,145.1
2015-04-29 17:40,25.187,645,145
2015-04-29 17:50,25.179,545.1,145.1
2015-04-29 18:00,25.17,445,145
2015-04-29 18:10,25.157,45.3,145.3
2015-04-29 18:20,25.176,245.1,145.1
2015-04-29 18:30,25.184,245,145
2015-04-29 18:40,25.19,344.9,144.9
2015-04-29 18:50,25.19,344.9,144.9
2015-04-29 19:00,25.19,345,145
2015-04-29 19:10,25.195,144.9,144.9
2015-04-29 19:20,25.199,244.9,144.9
2015-04-29 19:30,25.199,244.9,144.9
2015-04-29 19:40,25.199,244.9,144.9
2015-04-29 19:50,25.199,244.9,144.9
2015-04-29 20:00,25.2,237,137
2015-04-29 20:10,25.199,144.9,144.9
2015-04-29 20:20,25.199,144.9,144.9
2015-04-29 20:30,25.21,244.8,144.8
2015-04-29 20:40,25.21,244.8,144.8
2015-04-29 20:50,25.219,344.7,144.7
2015-04-29 21:00,25.21,240,140
2015-04-29 21:10,25.23,244.7,144.7
2015-04-29 21:20,25.23,244.7,144.7
2015-04-29 21:30,25.23,244.7,144.7
2015-04-29 21:40,25.214,56.6,156.6
2015-04-29 21:50,25.207,56.6,156.6
2015-04-29 22:00,25.2,45,145
2015-04-29 22:10,25.199,156.7,156.7
2015-04-29 22:20,25.199,156.7,156.7
2015-04-29 22:30,25.199,156.7,156.7
2015-04-29 22:40,25.199,156.7,156.7
2015-04-29 22:50,25.199,156.7,156.7
2015-04-29 23:00,25.2,151,151
2015-04-29 23:10,25.199,150.7,150.7
2015-04-29 23:20,25.21,250.6,150.6
2015-04-29 23:30,25.21,250.6,150.6
2015-04-29 23:40,25.21,250.6,150.6
2015-04-29 23:50,25.21,250.6,150.6
2015-04-30 0:00,25.2,151,151
2015-04-30 0:10,25.199,32.8,132.8
2015-04-30 0:20,25.199,32.8,132.8
2015-04-30 0:30,25.199,32.8,132.8
2015-04-30 0:40,25.199,32.8,132.8
2015-04-30 0:50,25.19,-67.2,132.8
2015-04-30 1:00,25.2,33,133
2015-04-30 1:10,25.19,132.8,132.8
2015-04-30 1:20,25.199,232.7,132.7
2015-04-30 1:30,25.199,232.7,132.7
2015-04-30 1:40,25.199,232.7,132.7
2015-04-30 1:50,25.199,232.6,132.6
2015-04-30 2:00,25.2,127,127
2015-04-30 2:10,25.199,132.6,132.6
2015-04-30 2:20,25.199,132.6,132.6
2015-04-30 2:30,25.199,132.6,132.6
2015-04-30 2:40,25.199,132.6,132.6
2015-04-30 2:50,25.199,132.6,132.6
2015-04-30 3:00,25.2,127,127
2015-04-30 3:10,25.19,32.6,132.6
2015-04-30 3:20,25.19,32.6,132.6
2015-04-30 3:30,25.184,-67.3,132.7
2015-04-30 3:40,25.179,-67.3,132.7
2015-04-30 3:50,25.188,32.6,132.6
2015-04-30 4:00,25.2,127,127
2015-04-30 4:10,25.19,132.6,132.6
2015-04-30 4:20,25.19,132.6,132.6
2015-04-30 4:30,25.19,132.6,132.6
2015-04-30 4:40,25.199,232.6,132.6
2015-04-30 4:50,25.199,232.6,132.6
2015-04-30 5:00,25.2,133,133
2015-04-30 5:10,25.194,32.6,132.6
2015-04-30 5:20,25.19,32.6,132.6
2015-04-30 5:30,25.19,32.6,132.6
2015-04-30 5:40,25.185,-67.3,132.7
2015-04-30 5:50,25.179,-67.3,132.7
2015-04-30 6:00,25.19,27,127
2015-04-30 6:10,25.179,132.7,132.7
2015-04-30 6:20,25.179,132.7,132.7
2015-04-30 6:30,25.179,132.7,132.7
2015-04-30 6:40,25.179,132.7,132.7
2015-04-30 6:50,25.179,132.7,132.7
2015-04-30 7:00,25.18,127,127
2015-04-30 7:10,25.179,132.7,132.7
2015-04-30 7:20,25.179,132.7,132.7
2015-04-30 7:30,25.179,132.7,132.7
2015-04-30 7:40,25.179,132.7,132.7
2015-04-30 7:50,25.179,132.7,132.7
2015-04-30 8:00,25.18,127,127
2015-04-30 8:10,25.179,132.7,132.7
2015-04-30 8:20,25.179,132.7,132.7
2015-04-30 8:30,25.169,32.7,132.7
2015-04-30 8:40,25.169,32.7,132.7
2015-04-30 8:50,25.169,32.7,132.7
2015-04-30 9:00,25.2,327,127
2015-04-30 9:10,25.174,132.7,132.7
2015-04-30 9:20,25.199,432.6,132.6
2015-04-30 9:30,25.214,532.5,132.5
2015-04-30 9:40,25.219,632.5,132.5
2015-04-30 9:50,25.21,532.5,132.5
2015-04-30 10:00,25.22,332,132
2015-04-30 10:10,25.219,132.5,132.5
2015-04-30 10:20,25.23,232.4,132.4
2015-04-30 10:30,25.219,132.5,132.5
2015-04-30 10:40,25.219,132.5,132.5
2015-04-30 10:50,25.213,32.5,132.5
2015-04-30 11:00,25.24,327,127
2015-04-30 11:10,25.219,268.2,168.2
2015-04-30 11:20,25.219,268.2,168.2
2015-04-30 11:30,25.23,368.2,168.2
2015-04-30 11:40,25.246,568,168
2015-04-30 11:50,25.259,668,168
2015-04-30 12:00,25.26,362,162
2015-04-30 12:10,25.259,168.1,168.1
2015-04-30 12:20,25.269,268.1,168.1
2015-04-30 12:30,-,-,-
2015-04-30 12:40,25.27,268.2,168.2
2015-04-30 12:50,25.279,368.1,168.1
2015-04-30 13:00,25.28,362,162
2015-04-30 13:10,25.245,-131.5,168.5
2015-04-30 13:20,25.239,-231.5,168.5
2015-04-30 13:30,25.214,-531.3,168.7
2015-04-30 13:40,25.219,-431.2,168.8
2015-04-30 13:50,25.219,-431.2,168.8
2015-04-30 14:00,25.27,69,169
2015-04-30 14:10,25.219,168.8,168.8
2015-04-30 14:20,25.219,168.8,168.8
2015-04-30 14:30,25.221,168.8,168.8
2015-04-30 14:40,25.235,268.7,168.7
2015-04-30 14:50,25.258,568.5,168.5
2015-04-30 15:00,25.26,62,162
2015-04-30 15:10,25.259,168.5,168.5
2015-04-30 15:20,25.259,168.5,168.5
2015-04-30 15:30,25.259,168.5,168.5
2015-04-30 15:40,25.25,68.5,168.5
2015-04-30 15:50,25.231,-131.3,168.7
2015-04-30 16:00,25.25,63,163
2015-04-30 16:10,25.215,168.9,168.9
2015-04-30 16:20,25.21,69,169
2015-04-30 16:30,25.199,-30.9,169.1
2015-04-30 16:40,25.188,42,342
2015-04-30 16:50,25.197,144.8,344.8
2015-04-30 17:00,25.23,50,250
2015-04-30 17:10,25.199,346.8,346.8
2015-04-30 17:20,25.199,347.3,347.3
2015-04-30 17:30,25.199,347.8,347.8
2015-04-30 17:40,25.2,348.1,348.1
2015-04-30 17:50,25.232,647.7,347.7
2015-04-30 18:00,25.23,346,346
2015-04-30 18:10,25.247,347.8,347.8
2015-04-30 18:20,25.23,148.2,348.2
2015-04-30 18:30,25.23,148.4,348.4
2015-04-30 18:40,25.23,148.4,348.4
2015-04-30 18:50,25.23,148.6,348.6
2015-04-30 19:00,25.22,248,348
2015-04-30 19:10,25.21,249.1,349.1
2015-04-30 19:20,25.207,249.2,349.2
2015-04-30 19:30,25.199,149.4,349.4
2015-04-30 19:40,25.199,149.4,349.4
2015-04-30 19:50,25.204,149.3,349.3
2015-04-30 20:00,25.21,236,336
2015-04-30 20:10,25.21,349.1,349.1
2015-04-30 20:20,25.213,349.1,349.1
2015-04-30 20:30,25.219,449,349
2015-04-30 20:40,25.219,449,349
2015-04-30 20:50,25.219,449,349
2015-04-30 21:00,25.22,448,348
2015-04-30 21:10,25.23,448.8,348.8
2015-04-30 21:20,25.23,448.8,348.8
2015-04-30 21:30,25.227,448.8,348.8
2015-04-30 21:40,25.219,349,349
2015-04-30 21:50,25.215,349,349
2015-04-30 22:00,25.2,136,336
2015-04-30 22:10,25.195,53.9,153.9
2015-04-30 22:20,25.191,53.1,153.1
2015-04-30 22:30,25.19,52.5,152.5
2015-04-30 22:40,25.189,52.1,152.1
2015-04-30 22:50,25.19,51.9,151.9
2015-04-30 23:00,25.19,47,147
2015-04-30 23:10,25.193,151.5,151.5
2015-04-30 23:20,25.195,251.3,151.3
2015-04-30 23:30,25.199,251.3,151.3
2015-04-30 23:40,25.199,251.3,151.3
2015-04-30 23:50,25.199,251.2,151.2
