ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-02 11:20,346.54474,335.17783,326.93378,288.77838
2022-06-02 11:30,345.19046,332.9895,324.01343,288.4373
2022-06-02 11:40,341.0681,329.68594,321.51318,291.0747
2022-06-02 11:50,335.83786,325.37082,318.02585,293.26196
2022-06-02 12:00,330.49112,318.14835,311.59708,294.70126
2022-06-02 12:10,322.31454,313.7929,309.3881,296.52518
2022-06-02 12:20,314.48514,310.4803,307.9349,296.23248
2022-06-02 12:30,309.249,307.0235,305.12894,297.01227
2022-06-02 12:40,305.72314,304.68512,302.8202,295.7049
2022-06-02 12:50,303.06766,302.16498,300.136,293.6014
2022-06-02 13:00,302.01532,300.61542,298.27322,291.06927
2022-06-02 13:10,301.7192,299.4166,296.3826,288.27612
2022-06-02 13:20,302.5496,298.20828,294.3945,285.07382
2022-06-02 13:30,302.76535,297.32898,293.06116,281.93027
2022-06-02 13:40,302.75317,296.32245,291.31894,278.1491
2022-06-02 13:50,302.23715,295.60675,290.4419,275.13513
2022-06-02 14:00,300.85596,294.56082,288.9478,271.82394
2022-06-02 14:10,298.74854,293.07623,287.4936,270.45938
2022-06-02 14:20,297.1002,290.97424,284.9783,268.89984
2022-06-02 14:30,295.68744,289.10855,283.07486,268.25427
2022-06-02 14:40,293.6852,287.02527,281.6879,267.4467
2022-06-02 14:50,290.74353,285.1387,280.48306,267.426
2022-06-02 15:00,288.64816,283.7165,279.35593,266.6524
2022-06-02 15:10,286.10153,283.0091,278.64554,265.59827
2022-06-02 15:20,283.96237,281.2893,277.05038,266.56552
2022-06-02 15:30,282.3949,280.2945,276.02713,268.69876
2022-06-02 15:40,281.57758,278.04807,273.9619,268.57693
2022-06-02 15:50,280.3109,277.80307,273.88358,267.253
2022-06-02 16:00,279.04456,277.75647,274.738,266.5671
2022-06-02 16:10,279.8026,278.58316,275.7929,265.48755
2022-06-02 16:20,280.99014,278.48566,275.3816,264.01007
2022-06-02 16:30,283.62018,278.68564,274.72256,261.94342
2022-06-02 16:40,283.9232,278.87924,274.71716,259.86865
2022-06-02 16:50,284.6316,278.9886,274.1925,258.9372
2022-06-02 17:00,285.33752,278.46512,273.2982,258.1255
2022-06-02 17:10,284.97833,278.23926,272.78015,258.22034
2022-06-02 17:20,282.89005,278.08698,273.01266,257.57477
2022-06-02 17:30,281.88354,277.53198,273.05933,257.6802
2022-06-02 17:40,280.39188,276.57483,272.33542,257.21515
2022-06-02 17:50,277.76584,275.6583,271.40332,257.43445
2022-06-02 18:00,277.10202,273.9547,269.88248,258.22455
2022-06-02 18:10,275.51318,273.21387,269.08203,259.62625
2022-06-02 18:20,274.95425,272.84482,268.7854,259.5842
2022-06-02 18:30,275.11337,271.75153,267.92267,258.1227
2022-06-02 18:40,274.64377,271.84827,268.1338,258.1516
2022-06-02 18:50,274.38437,271.38745,267.69702,256.7443
2022-06-02 19:00,274.64853,271.36642,267.24374,256.37015
2022-06-02 19:10,275.0192,271.22015,267.31485,256.31668
2022-06-02 19:20,276.51663,271.25235,266.72766,255.14502
2022-06-02 19:30,277.11063,270.89322,266.06616,253.85167
2022-06-02 19:40,276.74603,271.18832,266.5939,252.9197
2022-06-02 19:50,275.9814,270.71295,265.94373,253.0279
2022-06-02 20:00,275.0971,270.3043,265.27237,253.03757
2022-06-02 20:10,274.05884,270.31177,265.1266,253.19421
2022-06-02 20:20,273.55807,269.95953,264.9597,253.41689
2022-06-02 20:30,272.71567,269.70865,264.70316,253.58731
2022-06-02 20:40,272.33316,269.73465,264.57382,253.65636
2022-06-02 20:50,271.28998,269.74527,264.68304,254.06255
2022-06-02 21:00,270.52512,269.96338,265.04044,255.56677
2022-06-02 21:10,270.6124,270.0817,264.80746,254.15613
2022-06-02 21:20,271.73294,269.8536,264.1097,254.42943
2022-06-02 21:30,271.99628,270.05307,264.6959,258.43124
2022-06-02 21:40,270.58298,269.32523,264.4318,263.9948
2022-06-02 21:50,270.05505,268.93466,263.84027,263.00983
2022-06-02 22:00,270.03845,268.92886,265.61414,263.91516
2022-06-02 22:10,270.2496,272.02805,270.53693,264.13718
2022-06-02 22:20,271.76703,274.52206,272.8064,262.31845
2022-06-02 22:30,275.26788,276.51147,274.33188,262.59586
2022-06-02 22:40,282.7367,276.566,274.67386,259.8129
2022-06-02 22:50,289.13406,277.28827,275.0384,256.44046
2022-06-02 23:00,291.98303,279.71964,274.92786,254.07928
2022-06-02 23:10,293.11758,283.07654,275.7578,253.53102
2022-06-02 23:20,293.67795,284.06897,276.3628,254.03723
2022-06-02 23:30,292.57678,282.56665,275.17654,255.49738
2022-06-02 23:40,290.29358,280.61572,273.15814,256.04108
2022-06-02 23:50,286.90622,277.64838,270.91782,257.23557
2022-06-03 00:00,282.47916,276.6585,271.47107,257.72183
2022-06-03 00:10,278.2931,275.40408,271.38443,259.8917
2022-06-03 00:20,274.8068,274.26978,270.6569,261.7404
2022-06-03 00:30,273.40472,272.7685,269.35535,263.9728
2022-06-03 00:40,272.3373,271.8541,268.75125,263.98242
2022-06-03 00:50,271.75684,270.86417,268.28137,263.909
2022-06-03 01:00,273.14005,271.07422,268.36816,262.4547
2022-06-03 01:10,274.5127,270.9049,268.13797,261.5839
2022-06-03 01:20,275.91647,271.85672,268.83694,259.0986
2022-06-03 01:30,278.64307,271.9163,268.82684,256.84332
2022-06-03 01:40,280.3087,271.8574,268.6189,255.66656
2022-06-03 01:50,281.97592,272.1773,268.82718,252.87212
2022-06-03 02:00,281.17114,273.02512,268.92194,252.45335
2022-06-03 02:10,280.76517,272.95715,268.70618,252.66866
2022-06-03 02:20,280.0748,272.46133,268.35794,253.07286
2022-06-03 02:30,278.57516,272.01874,268.1933,254.32045
2022-06-03 02:40,277.20657,271.25644,267.73578,254.65974
2022-06-03 02:50,275.585,270.61987,267.2769,255.59647
2022-06-03 03:00,273.79715,269.21707,266.03485,256.45013
2022-06-03 03:10,271.94608,269.37088,266.01166,257.26318
2022-06-03 03:20,271.278,268.73843,265.2124,258.03308
2022-06-03 03:30,271.6343,268.79706,264.73212,257.6598
2022-06-03 03:40,272.422,269.32758,264.73672,257.16525
2022-06-03 03:50,272.68646,269.86966,264.9111,257.23035
2022-06-03 04:00,273.03775,270.10666,264.8164,256.4544
2022-06-03 04:10,273.5793,270.22415,264.57693,256.5032
2022-06-03 04:20,274.69717,270.14328,264.12814,255.48132
2022-06-03 04:30,275.06668,270.3425,264.28995,253.62482
2022-06-03 04:40,274.45282,269.98184,264.0119,253.72026
2022-06-03 04:50,274.04782,269.97095,263.94357,252.9618
2022-06-03 05:00,273.6908,269.7023,263.5465,253.0712
2022-06-03 05:10,272.62967,269.50293,263.50452,253.30006
2022-06-03 05:20,270.3697,269.40915,263.7173,254.40698
2022-06-03 05:30,269.35068,269.20813,263.45142,254.76598
2022-06-03 05:40,268.82214,269.0814,263.00488,254.68576
2022-06-03 05:50,268.77423,269.38992,262.89395,254.5068
2022-06-03 06:00,268.15778,269.4943,262.84805,255.01988
2022-06-03 06:10,267.8017,269.38354,262.20694,254.20528
2022-06-03 06:20,268.03336,269.4023,261.98273,253.79373
2022-06-03 06:30,267.88046,268.8588,261.44293,254.03333
2022-06-03 06:40,267.3727,269.04025,261.7383,253.56754
2022-06-03 06:50,268.25128,268.3531,260.5013,253.535
2022-06-03 07:00,268.3637,268.81714,260.61145,253.52362
2022-06-03 07:10,268.41678,268.5494,260.02823,252.42029
2022-06-03 07:20,268.47894,268.75235,260.21265,252.57896
2022-06-03 07:30,268.84753,269.3008,260.6288,251.6557
2022-06-03 07:40,269.31607,269.41812,260.41193,250.9365
2022-06-03 07:50,268.63495,269.03162,260.0022,250.92203
2022-06-03 08:00,268.13187,268.56818,259.2517,249.6991
2022-06-03 08:10,267.63095,268.11072,258.84158,250.63011
2022-06-03 08:20,267.54147,268.2469,258.93478,251.4247
2022-06-03 08:30,270.8866,268.8129,258.97794,251.02826
2022-06-03 08:40,273.4562,268.93192,259.17603,250.4829
2022-06-03 08:50,274.45148,270.22336,261.10693,251.75128
2022-06-03 09:00,275.24863,271.1463,263.71677,254.04517
2022-06-03 09:10,276.2761,270.647,264.71606,260.41376
2022-06-03 09:20,277.42673,270.42044,265.9008,269.8924
2022-06-03 09:30,277.47757,269.9607,266.69672,272.16742
2022-06-03 09:40,277.11313,269.7586,267.25998,282.55225
2022-06-03 09:50,277.3629,270.18414,276.15015,291.8528
2022-06-03 10:00,276.84235,280.47894,285.8988,293.83234
2022-06-03 10:10,274.77576,286.2624,291.685,297.93655
2022-06-03 10:20,282.0172,291.34186,296.96115,298.7631
2022-06-03 10:30,290.81705,292.4866,300.13168,301.24792
2022-06-03 10:40,303.00684,294.70444,304.0389,302.38458
2022-06-03 10:50,312.0936,301.1788,305.6272,302.27402
2022-06-03 11:00,320.53256,310.92987,309.24863,301.43948
2022-06-03 11:10,328.67148,318.86124,315.0897,298.59955
2022-06-03 11:20,334.999,324.1575,319.14185,293.25412
2022-06-03 11:30,339.35635,327.5939,321.72134,286.83475
2022-06-03 11:40,341.4616,329.9717,322.636,282.23944
2022-06-03 11:50,342.43347,331.02646,322.7351,281.57663
2022-06-03 12:00,342.1388,329.53607,319.8726,281.8986
2022-06-03 12:10,339.61255,325.6096,315.9782,284.52457
2022-06-03 12:20,334.58948,318.2554,310.01602,290.86307
2022-06-03 12:30,326.9804,313.40527,307.32224,294.02557
2022-06-03 12:40,318.02075,308.9126,305.1767,295.7788
2022-06-03 12:50,311.126,305.54514,303.55624,296.41064
2022-06-03 13:00,305.73676,303.78394,302.8204,297.2132
2022-06-03 13:10,303.41083,302.35825,301.7626,296.5045
2022-06-03 13:20,301.80182,300.77408,300.00412,295.86218
2022-06-03 13:30,302.28354,300.61322,298.8514,294.5634
2022-06-03 13:40,305.71353,299.6563,296.17853,291.51724
2022-06-03 13:50,306.8253,299.4839,294.70093,289.78445
2022-06-03 14:00,307.07663,299.56985,293.9877,286.76318
2022-06-03 14:10,308.21796,299.42447,293.6011,282.92746
2022-06-03 14:20,308.4345,300.20267,294.9159,281.01907
2022-06-03 14:30,308.55905,300.52414,295.38373,278.9371
2022-06-03 14:40,307.96225,300.0244,294.47516,276.07565
2022-06-03 14:50,306.5068,298.64755,293.1375,274.39178
2022-06-03 15:00,304.37726,296.40778,291.0934,274.8182
2022-06-03 15:10,300.9328,293.70123,288.715,276.25125
2022-06-03 15:20,298.2659,292.83917,288.5971,277.40405
2022-06-03 15:30,296.25937,291.7207,287.98846,277.6775
2022-06-03 15:40,294.85983,291.0429,287.2699,277.18378
2022-06-03 15:50,294.29956,291.22864,287.83804,275.93738
2022-06-03 16:00,294.00323,289.3649,286.0048,275.33508
2022-06-03 16:10,293.84534,288.76605,284.92514,274.37445
2022-06-03 16:20,292.91437,287.73245,283.69977,273.4654
2022-06-03 16:30,291.63226,287.5997,283.91547,271.6362
2022-06-03 16:40,291.81787,287.99768,284.2475,270.2273
2022-06-03 16:50,292.7601,287.9673,283.40393,269.91385
2022-06-03 17:00,291.7063,287.2373,282.24423,269.16083
2022-06-03 17:10,290.12314,287.0063,282.1603,268.32004
2022-06-03 17:20,289.5892,285.8956,281.34387,267.23273
2022-06-03 17:30,288.71503,284.58643,280.04245,267.543
2022-06-03 17:40,288.05542,283.535,278.8876,266.57263
2022-06-03 17:50,287.4127,282.7348,278.1447,266.1813
2022-06-03 18:00,285.8504,281.83203,277.31454,265.8816
2022-06-03 18:10,284.5326,281.48978,276.97314,265.11575
2022-06-03 18:20,283.6857,280.91193,276.3324,264.34216
2022-06-03 18:30,283.95047,280.43613,275.68735,263.15378
2022-06-03 18:40,284.20993,279.70746,274.77707,262.30853
2022-06-03 18:50,283.35117,279.41,274.65375,262.4807
2022-06-03 19:00,282.00555,278.96088,274.6302,261.62048
2022-06-03 19:10,281.82996,278.0697,273.65768,261.5368
2022-06-03 19:20,281.8155,277.70142,273.19998,260.45087
2022-06-03 19:30,280.74527,277.38858,273.01028,260.42392
2022-06-03 19:40,280.34485,276.6696,272.32834,259.77615
2022-06-03 19:50,279.87393,276.14734,271.58716,259.90735
2022-06-03 20:00,279.20227,275.46338,270.83527,259.80606
2022-06-03 20:10,277.8383,274.46976,270.3808,259.76605
2022-06-03 20:20,277.30316,273.48056,269.8144,259.63806
2022-06-03 20:30,277.14862,273.19055,269.37378,259.65192
2022-06-03 20:40,276.4635,272.67276,268.6932,259.46118
2022-06-03 20:50,275.91608,272.42685,268.45248,259.2061
2022-06-03 21:00,275.08185,272.60538,268.47165,257.757
2022-06-03 21:10,275.11996,272.3453,268.113,257.01605
2022-06-03 21:20,274.76483,271.94308,267.5691,257.1803
2022-06-03 21:30,274.7572,271.84488,266.958,256.5112
2022-06-03 21:40,274.30252,271.5778,267.07977,257.4377
2022-06-03 21:50,274.64432,270.80838,266.4824,257.06512
2022-06-03 22:00,275.0892,270.62863,266.0511,257.11346
2022-06-03 22:10,274.9262,270.09348,266.48895,261.339
2022-06-03 22:20,274.30585,269.20462,266.17526,263.6914
2022-06-03 22:30,274.09933,269.05963,266.56342,265.62894
2022-06-03 22:40,273.31244,269.18118,268.43826,266.35602
2022-06-03 22:50,272.9916,271.84073,271.79327,265.77563
2022-06-03 23:00,274.2749,274.38483,274.09256,264.5956
2022-06-03 23:10,277.94977,276.38593,274.88715,262.084
2022-06-03 23:20,284.7605,277.47562,275.94708,257.9847
2022-06-03 23:30,290.7507,278.41556,275.75748,253.5151
2022-06-03 23:40,293.51712,279.76685,275.73322,252.75266
2022-06-03 23:50,294.27176,281.13483,274.55078,254.07253
2022-06-04 00:00,294.52216,281.19077,273.062,254.57263
2022-06-04 00:10,292.3732,279.04608,271.0202,254.48874
2022-06-04 00:20,287.89987,276.49564,270.0279,255.13884
2022-06-04 00:30,282.5813,275.9988,271.08572,256.2054
2022-06-04 00:40,278.3702,275.18805,270.57858,257.57172
2022-06-04 00:50,274.73843,274.317,270.28085,259.84662
2022-06-04 01:00,273.11108,272.8624,269.09393,262.0991
2022-06-04 01:10,271.62802,270.07007,267.19385,264.49954
2022-06-04 01:20,270.66837,269.21744,266.6916,265.06485
2022-06-04 01:30,270.94012,269.43005,266.73297,264.27582
2022-06-04 01:40,272.27127,269.94574,266.98856,263.17944
2022-06-04 01:50,273.86725,270.67615,267.07614,260.5014
2022-06-04 02:00,275.7031,270.7643,266.21555,258.99042
2022-06-04 02:10,278.0463,271.18552,266.92743,255.99823
2022-06-04 02:20,279.52472,271.57803,267.4494,254.08424
2022-06-04 02:30,280.27222,271.31094,267.10428,253.44626
2022-06-04 02:40,280.45358,271.21085,266.9396,253.61192
2022-06-04 02:50,280.02267,270.88126,266.53165,254.01189
2022-06-04 03:00,278.84445,271.23138,267.0891,253.9357
