ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 09:00,280.30103,292.2893,299.2618,304.4934
2022-06-01 09:10,291.10968,296.6379,303.70593,306.51547
2022-06-01 09:20,303.7887,299.41574,309.7957,309.39377
2022-06-01 09:30,316.12082,305.61035,312.0569,311.83905
2022-06-01 09:40,324.4892,317.20242,314.83292,311.8095
2022-06-01 09:50,333.91843,326.55988,323.35968,311.498
2022-06-01 10:00,340.33276,332.68048,329.14816,308.4852
2022-06-01 10:10,345.69522,337.24332,333.5858,302.60217
2022-06-01 10:20,351.47113,340.48166,334.67184,297.2302
2022-06-01 10:30,354.26535,343.08856,335.02002,295.82373
2022-06-01 10:40,355.7307,344.74155,335.09857,294.49832
2022-06-01 10:50,355.35196,342.8264,332.37936,295.3989
2022-06-01 11:00,352.60873,338.3405,328.12094,298.33463
2022-06-01 11:10,347.44028,333.59674,324.52863,300.1034
2022-06-01 11:20,338.74857,328.17572,321.02246,303.3899
2022-06-01 11:30,330.16882,322.6975,317.159,305.77255
2022-06-01 11:40,323.6116,318.47247,314.33716,302.49777
2022-06-01 11:50,316.98135,316.28174,313.1214,301.8649
2022-06-01 12:00,313.3864,313.87433,311.34683,300.20602
2022-06-01 12:10,311.8407,311.56866,309.11624,299.64105
2022-06-01 12:20,311.20166,306.86353,303.9399,297.04715
2022-06-01 12:30,312.5531,305.10306,301.5143,294.07153
2022-06-01 12:40,311.08575,304.75626,300.38727,290.85403
2022-06-01 12:50,310.0552,305.1778,300.12662,287.88895
2022-06-01 13:00,309.1506,304.52695,299.51303,283.61
2022-06-01 13:10,309.17142,303.21307,297.9138,279.97333
2022-06-01 13:20,307.58365,300.8453,295.73395,278.17575
2022-06-01 13:30,305.86472,299.1061,293.7917,276.22183
2022-06-01 13:40,303.3938,296.87723,291.8039,275.49863
2022-06-01 13:50,301.62036,294.50653,289.88068,275.50922
2022-06-01 14:00,299.10324,292.55225,288.22314,275.09412
2022-06-01 14:10,295.76807,291.01978,286.9958,273.32724
2022-06-01 14:20,293.9658,288.8838,285.33102,274.67694
2022-06-01 14:30,291.9453,287.18454,283.61545,275.9423
2022-06-01 14:40,290.0853,285.35092,281.5488,276.15317
2022-06-01 14:50,287.41684,284.4401,280.99124,275.3542
2022-06-01 15:00,286.84723,285.18552,282.94882,272.7922
2022-06-01 15:10,287.50635,285.0625,282.45642,271.71774
2022-06-01 15:20,289.63785,284.95184,281.85464,270.75195
2022-06-01 15:30,292.0012,283.8563,280.57297,268.63934
2022-06-01 15:40,290.91824,283.29462,279.23685,267.6789
2022-06-01 15:50,290.5783,283.12823,277.85614,265.7306
2022-06-01 16:00,290.99265,283.5809,278.57806,265.5753
2022-06-01 16:10,287.62885,284.19882,279.24036,263.98935
2022-06-01 16:20,287.2799,283.9112,279.13858,263.17807
2022-06-01 16:30,287.2317,282.4266,278.0201,264.06232
2022-06-01 16:40,286.28714,281.09088,276.43677,263.6059
2022-06-01 16:50,285.05676,280.32727,275.7227,263.2409
2022-06-01 17:00,282.9139,279.62296,275.11737,263.63232
2022-06-01 17:10,281.9881,278.44177,274.08374,264.18857
2022-06-01 17:20,281.38904,277.7916,273.58862,263.4814
2022-06-01 17:30,279.7476,277.16873,272.94287,262.47845
2022-06-01 17:40,279.4973,276.6173,272.76178,261.27737
2022-06-01 17:50,279.5109,277.0008,273.09607,260.02704
2022-06-01 18:00,279.42752,276.86743,272.9552,260.81693
2022-06-01 18:10,280.07877,276.50653,272.1305,260.0678
2022-06-01 18:20,281.13867,276.21408,271.3276,258.89368
2022-06-01 18:30,280.8591,275.97693,271.19138,258.94965
2022-06-01 18:40,280.48917,275.675,270.6749,257.61148
2022-06-01 18:50,279.8266,274.98187,269.63928,257.92267
2022-06-01 19:00,279.0634,274.6274,269.3694,256.94818
2022-06-01 19:10,277.82257,274.0105,268.7601,256.8174
2022-06-01 19:20,276.88217,273.87164,269.02066,256.93158
2022-06-01 19:30,276.122,273.08774,268.1122,257.06845
2022-06-01 19:40,275.83777,272.5204,267.48703,257.1282
2022-06-01 19:50,275.31613,272.4141,267.6946,257.06903
2022-06-01 20:00,274.74655,271.51904,266.98123,257.29007
2022-06-01 20:10,274.39108,271.3627,266.96576,257.96204
2022-06-01 20:20,274.77615,270.99612,266.6065,256.99698
2022-06-01 20:30,274.4933,271.1166,266.94528,257.686
2022-06-01 20:40,274.34814,270.48413,266.75348,257.6919
2022-06-01 20:50,273.8694,270.55313,266.60947,267.76376
2022-06-01 21:00,274.245,269.9932,266.20312,269.18253
2022-06-01 21:10,275.02588,269.87183,266.9349,270.11475
2022-06-01 21:20,275.0543,270.3918,271.13208,269.7298
2022-06-01 21:30,274.13986,274.91953,276.34622,269.8794
2022-06-01 21:40,277.3869,279.4066,281.00134,267.17365
2022-06-01 21:50,285.07166,281.9106,281.17844,268.18112
2022-06-01 22:00,294.2096,283.7218,283.5707,267.5963
2022-06-01 22:10,299.27673,284.84467,282.88367,264.84467
2022-06-01 22:20,300.4952,289.54678,283.62057,262.78848
2022-06-01 22:30,302.315,293.2396,286.1147,258.73767
2022-06-01 22:40,303.77365,295.56363,286.94165,256.50916
2022-06-01 22:50,303.13495,294.26917,287.1687,255.94327
2022-06-01 23:00,301.37872,291.9532,284.50864,257.97873
2022-06-01 23:10,298.26367,288.51224,279.7228,262.52496
2022-06-01 23:20,294.13834,284.80746,278.11746,265.914
2022-06-01 23:30,287.89743,282.97037,278.376,268.97314
2022-06-01 23:40,282.51398,281.81543,277.48898,272.24893
2022-06-01 23:50,280.10568,279.40787,276.46362,272.4813
2022-06-02 00:00,279.1386,277.87042,276.38364,272.7968
2022-06-02 00:10,278.33426,277.19675,275.8893,272.36813
2022-06-02 00:20,278.21423,277.5109,275.59537,271.9584
2022-06-02 00:30,279.2981,277.55457,275.15497,270.713
2022-06-02 00:40,282.65884,277.63324,274.1696,269.11276
2022-06-02 00:50,285.08572,277.99515,273.984,266.86807
2022-06-02 01:00,287.11884,278.34445,274.1442,263.7266
2022-06-02 01:10,287.45404,278.39423,274.62186,262.08408
2022-06-02 01:20,287.31317,278.79965,275.27463,259.66217
2022-06-02 01:30,286.89645,278.5075,274.77628,259.18927
2022-06-02 01:40,286.0233,277.9075,274.26907,259.53705
2022-06-02 01:50,284.73676,277.89313,274.0539,260.0711
2022-06-02 02:00,282.4865,276.96976,272.37683,260.74255
2022-06-02 02:10,280.71716,275.7594,271.44064,261.45514
2022-06-02 02:20,278.71976,275.1012,270.81863,263.05518
2022-06-02 02:30,276.71494,273.90964,269.34515,264.20023
2022-06-02 02:40,275.32422,273.85785,270.01462,264.01538
2022-06-02 02:50,274.96182,273.08572,269.44916,263.6874
2022-06-02 03:00,275.5194,272.77612,268.99463,262.51282
2022-06-02 03:10,275.75183,272.31686,268.42184,261.29022
2022-06-02 03:20,276.27155,272.43738,268.16757,261.07697
2022-06-02 03:30,277.1524,272.45383,268.11438,259.8909
2022-06-02 03:40,277.5647,272.27274,267.99292,259.09872
2022-06-02 03:50,278.5149,271.97842,268.33853,258.276
2022-06-02 04:00,278.86453,271.8799,267.9514,257.4122
2022-06-02 04:10,278.4277,271.95584,268.00064,256.7621
2022-06-02 04:20,277.31958,271.98398,267.72702,256.7076
2022-06-02 04:30,276.6594,271.8819,267.43222,256.8339
2022-06-02 04:40,276.03427,271.23166,266.9641,257.04727
2022-06-02 04:50,275.0446,270.48163,266.1576,257.1954
2022-06-02 05:00,273.99182,269.92206,265.68256,256.97754
2022-06-02 05:10,273.29172,269.95605,265.4729,257.7956
2022-06-02 05:20,272.3304,270.07394,265.50208,257.79373
2022-06-02 05:30,271.8123,269.91925,264.9325,257.7238
2022-06-02 05:40,271.8797,270.07373,264.86432,256.8303
2022-06-02 05:50,271.58902,270.43668,264.93204,256.58807
2022-06-02 06:00,271.07684,270.33307,264.60214,256.1846
2022-06-02 06:10,271.44266,270.03464,263.8965,256.255
2022-06-02 06:20,271.8896,269.83392,263.16824,255.41116
2022-06-02 06:30,272.00836,269.90173,263.0412,254.5948
2022-06-02 06:40,272.14218,270.03354,263.22336,254.62093
2022-06-02 06:50,272.15268,269.96637,262.56143,252.99606
2022-06-02 07:00,271.8576,269.65094,262.29483,253.05603
2022-06-02 07:10,271.31696,269.52646,262.36124,252.93494
2022-06-02 07:20,270.68747,269.71115,262.17377,252.67035
2022-06-02 07:30,270.62668,269.5197,261.68222,252.77469
2022-06-02 07:40,270.46887,269.6235,261.4954,252.40619
2022-06-02 07:50,270.46362,269.436,260.68143,252.97606
2022-06-02 08:00,270.21722,269.4342,260.15234,253.02089
2022-06-02 08:10,269.04575,269.67685,260.28903,254.733
2022-06-02 08:20,268.8735,269.2134,260.45352,254.5658
2022-06-02 08:30,273.62424,268.66394,260.5145,253.31665
2022-06-02 08:40,277.9446,270.45023,260.3451,261.0513
2022-06-02 08:50,278.59122,271.80634,262.01834,269.78552
2022-06-02 09:00,278.36996,272.62946,264.82025,275.98138
2022-06-02 09:10,278.1943,272.03207,271.274,282.52332
2022-06-02 09:20,278.78925,278.01483,282.55014,284.2893
2022-06-02 09:30,278.3472,286.78885,290.64102,289.606
2022-06-02 09:40,284.77948,292.64722,297.19232,294.65247
2022-06-02 09:50,295.60278,298.00208,301.27383,301.61084
2022-06-02 10:00,309.7134,301.202,306.09674,305.93228
2022-06-02 10:10,317.28336,309.5587,310.5092,306.0264
2022-06-02 10:20,319.745,319.42627,316.98053,305.81958
2022-06-02 10:30,326.35803,324.12592,322.6264,303.53726
2022-06-02 10:40,334.59116,327.6529,324.0775,300.73138
2022-06-02 10:50,340.49905,331.6967,326.01727,297.61884
2022-06-02 11:00,343.65826,334.96295,327.50253,294.34628
2022-06-02 11:10,346.15842,334.4841,327.0713,290.51492
2022-06-02 11:20,346.54474,335.0223,326.93378,288.77838
2022-06-02 11:30,345.19046,333.23914,324.01343,288.4373
2022-06-02 11:40,341.0681,330.13406,321.51318,291.0747
2022-06-02 11:50,335.83786,326.08444,318.02585,293.26196
2022-06-02 12:00,330.49112,318.76978,311.59708,294.70126
2022-06-02 12:10,322.31454,314.64355,309.3881,296.52518
2022-06-02 12:20,314.48514,311.75815,307.9349,296.23248
2022-06-02 12:30,309.249,308.04468,305.12894,297.01227
2022-06-02 12:40,305.72314,305.21582,302.8202,295.7049
2022-06-02 12:50,303.06766,302.8353,300.136,293.6014
2022-06-02 13:00,302.01532,301.22906,298.27322,291.06927
2022-06-02 13:10,301.7192,299.74176,296.3826,288.27612
2022-06-02 13:20,302.5496,297.98727,294.3945,285.07382
2022-06-02 13:30,302.76535,297.17337,293.06116,281.93027
2022-06-02 13:40,302.75317,295.76114,291.31894,278.1491
2022-06-02 13:50,302.23715,294.8278,290.4419,275.13513
2022-06-02 14:00,300.85596,293.82303,288.9478,271.82394
2022-06-02 14:10,298.74854,292.60718,287.4936,270.45938
2022-06-02 14:20,297.1002,290.68542,284.9783,268.89984
2022-06-02 14:30,295.68744,288.62872,283.07486,268.25427
2022-06-02 14:40,293.6852,286.99295,281.6879,267.4467
2022-06-02 14:50,290.74353,285.64932,280.48306,267.426
2022-06-02 15:00,288.64816,284.1297,279.35593,266.6524
2022-06-02 15:10,286.10153,283.15768,278.64554,265.59827
2022-06-02 15:20,283.96237,281.25815,277.05038,266.56552
2022-06-02 15:30,282.3949,280.10544,276.02713,268.69876
2022-06-02 15:40,281.57758,278.35645,273.9619,268.57693
2022-06-02 15:50,280.3109,277.7676,273.88358,267.253
2022-06-02 16:00,279.04456,277.73334,274.738,266.5671
2022-06-02 16:10,279.8026,278.69006,275.7929,265.48755
2022-06-02 16:20,280.99014,278.70206,275.3816,264.01007
2022-06-02 16:30,283.62018,278.0054,274.72256,261.94342
2022-06-02 16:40,283.9232,278.04218,274.71716,259.86865
2022-06-02 16:50,284.6316,278.32947,274.1925,258.9372
2022-06-02 17:00,285.33752,277.87003,273.2982,258.1255
2022-06-02 17:10,284.97833,277.75836,272.78015,258.22034
2022-06-02 17:20,282.89005,277.82788,273.01266,257.57477
2022-06-02 17:30,281.88354,277.25864,273.05933,257.6802
2022-06-02 17:40,280.39188,276.5174,272.33542,257.21515
2022-06-02 17:50,277.76584,275.83658,271.40332,257.43445
2022-06-02 18:00,277.10202,274.43384,269.88248,258.22455
2022-06-02 18:10,275.51318,273.58563,269.08203,259.62625
2022-06-02 18:20,274.95425,273.0047,268.7854,259.5842
2022-06-02 18:30,275.11337,271.79626,267.92267,258.1227
2022-06-02 18:40,274.64377,271.4323,268.1338,258.1516
2022-06-02 18:50,274.38437,271.3463,267.69702,256.7443
2022-06-02 19:00,274.64853,271.49826,267.24374,256.37015
2022-06-02 19:10,275.0192,271.49988,267.31485,256.31668
2022-06-02 19:20,276.51663,271.3401,266.72766,255.14502
2022-06-02 19:30,277.11063,270.74557,266.06616,253.85167
2022-06-02 19:40,276.74603,270.75946,266.5939,252.9197
2022-06-02 19:50,275.9814,270.4582,265.94373,253.0279
2022-06-02 20:00,275.0971,270.36697,265.27237,253.03757
2022-06-02 20:10,274.05884,270.51053,265.1266,253.19421
2022-06-02 20:20,273.55807,270.07663,264.9597,253.41689
2022-06-02 20:30,272.71567,269.8874,264.70316,253.58731
2022-06-02 20:40,272.33316,269.9155,264.57382,253.65636
2022-06-02 20:50,271.28998,270.28207,264.68304,254.06255
2022-06-02 21:00,270.52512,270.13992,265.04044,255.56677
2022-06-02 21:10,270.6124,270.05725,264.80746,254.15613
2022-06-02 21:20,271.73294,269.56546,264.1097,254.42943
2022-06-02 21:30,271.99628,269.6838,264.6959,258.43124
2022-06-02 21:40,270.58298,270.29135,264.4318,263.9948
2022-06-02 21:50,270.05505,269.8946,263.84027,263.00983
2022-06-02 22:00,270.03845,269.22754,265.61414,263.91516
2022-06-02 22:10,270.2496,271.50443,270.53693,264.13718
2022-06-02 22:20,271.76703,274.71967,272.8064,262.31845
2022-06-02 22:30,275.26788,276.35498,274.33188,262.59586
2022-06-02 22:40,282.7367,277.1619,274.67386,259.8129
2022-06-02 22:50,289.13406,278.0013,275.0384,256.44046
2022-06-02 23:00,291.98303,280.23584,274.92786,254.07928
2022-06-02 23:10,293.11758,283.2932,275.7578,253.53102
2022-06-02 23:20,293.67795,284.56104,276.3628,254.03723
2022-06-02 23:30,292.57678,283.26035,275.17654,255.49738
2022-06-02 23:40,290.29358,281.09863,273.15814,256.04108
2022-06-02 23:50,286.90622,277.97647,270.91782,257.23557
2022-06-03 00:00,282.47916,276.52396,271.47107,257.72183
2022-06-03 00:10,278.2931,276.01062,271.38443,259.8917
2022-06-03 00:20,274.8068,274.96222,270.6569,261.7404
2022-06-03 00:30,273.40472,273.17212,269.35535,263.9728
2022-06-03 00:40,272.3373,271.92914,268.75125,263.98242
2022-06-03 00:50,271.75684,270.71356,268.28137,263.909
2022-06-03 01:00,273.14005,270.93484,268.36816,262.4547
2022-06-03 01:10,274.5127,271.1457,268.13797,261.5839
2022-06-03 01:20,275.91647,272.22253,268.83694,259.0986
2022-06-03 01:30,278.64307,272.18463,268.82684,256.84332
2022-06-03 01:40,280.3087,272.04004,268.6189,255.66656
2022-06-03 01:50,281.97592,272.30002,268.82718,252.87212
2022-06-03 02:00,281.17114,273.07407,268.92194,252.45335
2022-06-03 02:10,280.76517,272.9794,268.70618,252.66866
2022-06-03 02:20,280.0748,272.7411,268.35794,253.07286
2022-06-03 02:30,278.57516,272.28708,268.1933,254.32045
2022-06-03 02:40,277.20657,271.8136,267.73578,254.65974
2022-06-03 02:50,275.585,271.3631,267.2769,255.59647
2022-06-03 03:00,273.79715,270.3405,266.03485,256.45013
2022-06-03 03:10,271.94608,270.14218,266.01166,257.26318
2022-06-03 03:20,271.278,269.5063,265.2124,258.03308
2022-06-03 03:30,271.6343,269.45627,264.73212,257.6598
2022-06-03 03:40,272.422,269.59827,264.73672,257.16525
2022-06-03 03:50,272.68646,270.2779,264.9111,257.23035
2022-06-03 04:00,273.03775,270.5075,264.8164,256.4544
2022-06-03 04:10,273.5793,270.33917,264.57693,256.5032
2022-06-03 04:20,274.69717,269.9827,264.12814,255.48132
2022-06-03 04:30,275.06668,269.9687,264.28995,253.62482
2022-06-03 04:40,274.45282,269.76556,264.0119,253.72026
2022-06-03 04:50,274.04782,269.9181,263.94357,252.9618
2022-06-03 05:00,273.6908,269.85333,263.5465,253.0712
2022-06-03 05:10,272.62967,269.78967,263.50452,253.30006
2022-06-03 05:20,270.3697,270.2251,263.7173,254.40698
2022-06-03 05:30,269.35068,270.15094,263.45142,254.76598
2022-06-03 05:40,268.82214,269.9677,263.00488,254.68576
2022-06-03 05:50,268.77423,270.14313,262.89395,254.5068
2022-06-03 06:00,268.15778,270.4898,262.84805,255.01988
2022-06-03 06:10,267.8017,270.4565,262.20694,254.20528
2022-06-03 06:20,268.03336,270.47934,261.98273,253.79373
2022-06-03 06:30,267.88046,269.88116,261.44293,254.03333
2022-06-03 06:40,267.3727,269.94565,261.7383,253.56754
2022-06-03 06:50,268.25128,269.38956,260.5013,253.535
2022-06-03 07:00,268.3637,269.5501,260.61145,253.52362
2022-06-03 07:10,268.41678,269.09515,260.02823,252.42029
2022-06-03 07:20,268.47894,269.13428,260.21265,252.57896
2022-06-03 07:30,268.84753,269.15237,260.6288,251.6557
2022-06-03 07:40,269.31607,269.196,260.41193,250.9365
2022-06-03 07:50,268.63495,269.0165,260.0022,250.92203
2022-06-03 08:00,268.13187,268.23645,259.2517,249.6991
2022-06-03 08:10,267.63095,267.73334,258.84158,250.63011
2022-06-03 08:20,267.54147,267.95523,258.93478,251.4247
2022-06-03 08:30,270.8866,268.22916,258.97794,251.02826
2022-06-03 08:40,273.4562,268.74197,259.17603,250.4829
2022-06-03 08:50,274.45148,269.4911,261.10693,251.75128
2022-06-03 09:00,275.24863,270.35593,263.71677,254.04517
2022-06-03 09:10,276.2761,270.34146,264.71606,260.41376
2022-06-03 09:20,277.42673,270.40085,265.9008,269.8924
2022-06-03 09:30,277.47757,270.72424,266.69672,272.16742
2022-06-03 09:40,277.11313,270.32303,267.25998,282.55225
2022-06-03 09:50,277.3629,270.00992,276.15015,291.8528
2022-06-03 10:00,276.84235,280.4435,285.8988,293.83234
2022-06-03 10:10,274.77576,286.65445,291.685,297.93655
2022-06-03 10:20,282.0172,290.32733,296.96115,298.7631
2022-06-03 10:30,290.81705,292.79837,300.13168,301.24792
2022-06-03 10:40,303.00684,295.25812,304.0389,302.38458
2022-06-03 10:50,312.0936,303.83316,305.6272,302.27402
2022-06-03 11:00,320.53256,311.7721,309.24863,301.43948
2022-06-03 11:10,328.67148,318.42603,315.0897,298.59955
2022-06-03 11:20,334.999,323.98926,319.14185,293.25412
2022-06-03 11:30,339.35635,327.18555,321.72134,286.83475
2022-06-03 11:40,341.4616,329.69412,322.636,282.23944
2022-06-03 11:50,342.43347,331.03897,322.7351,281.57663
2022-06-03 12:00,342.1388,329.39807,319.8726,281.8986
2022-06-03 12:10,339.61255,325.8822,315.9782,284.52457
2022-06-03 12:20,334.58948,319.00125,310.01602,290.86307
2022-06-03 12:30,326.9804,314.16568,307.32224,294.02557
2022-06-03 12:40,318.02075,310.40445,305.1767,295.7788
2022-06-03 12:50,311.126,306.58243,303.55624,296.41064
2022-06-03 13:00,305.73676,304.03796,302.8204,297.2132
2022-06-03 13:10,303.41083,303.27304,301.7626,296.5045
2022-06-03 13:20,301.80182,301.2155,300.00412,295.86218
2022-06-03 13:30,302.28354,300.28525,298.8514,294.5634
2022-06-03 13:40,305.71353,299.42877,296.17853,291.51724
2022-06-03 13:50,306.8253,299.04086,294.70093,289.78445
2022-06-03 14:00,307.07663,299.67557,293.9877,286.76318
2022-06-03 14:10,308.21796,299.54547,293.6011,282.92746
2022-06-03 14:20,308.4345,299.65744,294.9159,281.01907
2022-06-03 14:30,308.55905,300.12225,295.38373,278.9371
2022-06-03 14:40,307.96225,299.56375,294.47516,276.07565
2022-06-03 14:50,306.5068,297.8483,293.1375,274.39178
2022-06-03 15:00,304.37726,296.01236,291.0934,274.8182
2022-06-03 15:10,300.9328,293.48956,288.715,276.25125
2022-06-03 15:20,298.2659,292.72565,288.5971,277.40405
2022-06-03 15:30,296.25937,291.81473,287.98846,277.6775
2022-06-03 15:40,294.85983,290.73312,287.2699,277.18378
2022-06-03 15:50,294.29956,290.55908,287.83804,275.93738
2022-06-03 16:00,294.00323,289.08392,286.0048,275.33508
2022-06-03 16:10,293.84534,288.47388,284.92514,274.37445
2022-06-03 16:20,292.91437,287.51456,283.69977,273.4654
2022-06-03 16:30,291.63226,287.28732,283.91547,271.6362
2022-06-03 16:40,291.81787,287.53775,284.2475,270.2273
2022-06-03 16:50,292.7601,287.7466,283.40393,269.91385
2022-06-03 17:00,291.7063,287.23837,282.24423,269.16083
2022-06-03 17:10,290.12314,286.93558,282.1603,268.32004
2022-06-03 17:20,289.5892,285.85992,281.34387,267.23273
2022-06-03 17:30,288.71503,284.68103,280.04245,267.543
2022-06-03 17:40,288.05542,283.6594,278.8876,266.57263
2022-06-03 17:50,287.4127,283.03745,278.1447,266.1813
2022-06-03 18:00,285.8504,282.2069,277.31454,265.8816
2022-06-03 18:10,284.5326,281.74042,276.97314,265.11575
2022-06-03 18:20,283.6857,281.2707,276.3324,264.34216
2022-06-03 18:30,283.95047,280.72687,275.68735,263.15378
2022-06-03 18:40,284.20993,279.66907,274.77707,262.30853
2022-06-03 18:50,283.35117,279.53778,274.65375,262.4807
2022-06-03 19:00,282.00555,279.17853,274.6302,261.62048
2022-06-03 19:10,281.82996,278.38422,273.65768,261.5368
2022-06-03 19:20,281.8155,277.70764,273.19998,260.45087
2022-06-03 19:30,280.74527,277.6739,273.01028,260.42392
2022-06-03 19:40,280.34485,276.88348,272.32834,259.77615
2022-06-03 19:50,279.87393,276.46503,271.58716,259.90735
2022-06-03 20:00,279.20227,275.61356,270.83527,259.80606
2022-06-03 20:10,277.8383,274.69928,270.3808,259.76605
2022-06-03 20:20,277.30316,273.6902,269.8144,259.63806
2022-06-03 20:30,277.14862,273.48657,269.37378,259.65192
2022-06-03 20:40,276.4635,272.82306,268.6932,259.46118
2022-06-03 20:50,275.91608,272.58875,268.45248,259.2061
2022-06-03 21:00,275.08185,272.904,268.47165,257.757
2022-06-03 21:10,275.11996,272.44165,268.113,257.01605
2022-06-03 21:20,274.76483,272.09323,267.5691,257.1803
2022-06-03 21:30,274.7572,271.95514,266.958,256.5112
2022-06-03 21:40,274.30252,271.61115,267.07977,257.4377
2022-06-03 21:50,274.64432,270.89716,266.4824,257.06512
2022-06-03 22:00,275.0892,270.52548,266.0511,257.11346
2022-06-03 22:10,274.9262,270.21252,266.48895,261.339
2022-06-03 22:20,274.30585,269.84778,266.17526,263.6914
2022-06-03 22:30,274.09933,269.73868,266.56342,265.62894
2022-06-03 22:40,273.31244,269.6069,268.43826,266.35602
2022-06-03 22:50,272.9916,271.6776,271.79327,265.77563
2022-06-03 23:00,274.2749,274.93427,274.09256,264.5956
2022-06-03 23:10,277.94977,276.2426,274.88715,262.084
2022-06-03 23:20,284.7605,277.3297,275.94708,257.9847
2022-06-03 23:30,290.7507,278.28918,275.75748,253.5151
2022-06-03 23:40,293.51712,280.40118,275.73322,252.75266
2022-06-03 23:50,294.27176,281.6033,274.55078,254.07253
2022-06-04 00:00,294.52216,281.7199,273.062,254.57263
2022-06-04 00:10,292.3732,279.66687,271.0202,254.48874
2022-06-04 00:20,287.89987,276.73575,270.0279,255.13884
2022-06-04 00:30,282.5813,275.97256,271.08572,256.2054
2022-06-04 00:40,278.3702,275.86392,270.57858,257.57172
2022-06-04 00:50,274.73843,275.10995,270.28085,259.84662
2022-06-04 01:00,273.11108,273.3193,269.09393,262.0991
2022-06-04 01:10,271.62802,270.3654,267.19385,264.49954
2022-06-04 01:20,270.66837,269.03098,266.6916,265.06485
2022-06-04 01:30,270.94012,269.632,266.73297,264.27582
2022-06-04 01:40,272.27127,270.0415,266.98856,263.17944
2022-06-04 01:50,273.86725,270.8916,267.07614,260.5014
2022-06-04 02:00,275.7031,270.88806,266.21555,258.99042
2022-06-04 02:10,278.0463,271.33737,266.92743,255.99823
2022-06-04 02:20,279.52472,271.52127,267.4494,254.08424
2022-06-04 02:30,280.27222,271.318,267.10428,253.44626
2022-06-04 02:40,280.45358,271.26138,266.9396,253.61192
2022-06-04 02:50,280.02267,271.3062,266.53165,254.01189
2022-06-04 03:00,278.84445,271.5964,267.0891,253.9357
