ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2019-02-08,6426,2672,3920,163,169,1565,3281,919,2261,2513,108,66,295,198,465,438,820,54,11,0,18,991,438,739,478,29,85,98
2019-02-09,9586,4524,8172,1559,162,2281,1936,1312,3498,3980,163,153,178,336,1003,702,1601,52,15,10,27,1875,751,1501,699,113,118,195
2019-02-10,7647,3605,7179,1010,352,1689,1022,1363,2450,2758,146,171,123,615,690,526,1103,25,12,52,24,1689,649,1168,635,156,75,304
2019-02-11,7081,2373,4083,1601,269,2877,624,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-12,0,301,285,0,0,0,16,1742,3110,3278,211,121,636,606,541,652,1079,75,10,17,12,1997,1078,1494,692,125,125,639
2019-02-13,6379,3301,6504,1093,90,1645,348,670,2730,2946,129,78,79,168,404,575,888,48,19,16,8,1229,615,1025,623,60,72,64
2019-02-14,5219,3216,4712,542,241,1682,1258,841,3240,3543,94,83,98,263,579,796,1277,67,9,16,6,990,611,1015,439,62,43,42
2019-02-15,4440,2681,5110,740,142,801,328,857,1952,2401,135,31,127,115,676,541,1149,45,8,4,11,1487,578,1377,353,101,25,209
2019-02-16,8750,4069,8086,282,279,2355,1817,1649,5391,6181,250,166,152,291,1522,1031,2436,95,9,3,10,2448,1359,2593,869,115,51,179
2019-02-17,6918,4289,8784,585,217,719,902,1640,3688,4482,254,149,116,327,1290,958,2142,83,6,10,7,2490,1065,2353,799,91,33,279
2019-02-18,5509,2702,5538,691,244,634,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-19,0,342,327,0,0,0,15,1649,2194,2737,142,117,359,488,892,686,1445,82,18,9,24,2264,1179,2334,697,79,47,286
2019-02-20,4700,3846,6776,417,77,1118,158,825,2518,2832,124,96,47,244,582,771,1246,57,18,6,26,1211,923,1314,634,88,20,78
2019-02-21,5382,3623,5939,221,183,993,1669,1179,3045,3435,191,150,287,161,637,694,1242,56,8,3,22,1481,1091,1750,713,49,25,35
2019-02-22,4436,3560,5431,435,199,559,1372,1171,3332,4195,115,46,67,80,867,889,1645,61,14,15,21,1606,1034,1662,573,74,29,302
2019-02-23,9031,5600,11030,404,184,1918,1095,2397,6583,8215,250,196,83,236,2822,1541,4180,108,26,1,48,3266,1581,3666,907,107,26,141
2019-02-24,8142,4155,9743,639,384,755,776,2336,5299,6843,247,184,168,193,1881,1319,3066,73,29,19,13,3014,1538,3398,665,139,28,322
2019-02-25,4659,2678,5129,452,254,989,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-26,0,564,547,0,0,0,17,1702,4700,5455,227,156,225,339,1016,1188,2053,88,6,7,50,2481,2043,3181,898,204,66,175
2019-02-27,0,11591,4780,571,264,2437,3539,0,4212,3297,239,68,315,293,0,3168,2948,0,0,0,220,343,4287,3357,651,189,418,15
2019-02-28,4382,3909,6747,138,114,369,923,1308,4007,4561,194,100,256,204,907,948,1765,46,9,2,33,1581,1276,2127,393,118,78,141
2019-03-01,0,30025,23546,784,566,1163,3966,0,17789,16867,417,82,148,275,0,8516,8040,0,0,0,476,897,12064,9972,1770,431,764,24
2019-03-02,12146,6714,15068,696,230,1757,1109,3110,8049,9989,288,136,530,216,2495,1423,3747,100,20,24,27,4038,2289,4882,839,150,47,409
2019-03-03,6784,4259,9249,470,96,502,726,1827,4377,5235,313,106,228,322,1163,895,1959,60,6,4,29,2626,1365,2735,839,96,73,248
2019-03-04,4932,1943,3474,992,108,1456,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-05,0,361,361,0,0,0,0,1377,1600,2156,193,149,214,265,416,338,599,127,7,5,16,1758,1028,1241,718,264,24,539
2019-03-06,4483,3221,5133,124,185,1561,701,643,1439,1434,160,154,136,198,343,224,410,95,6,5,51,855,429,620,368,136,20,140
2019-03-07,5314,3651,5823,531,204,470,1937,839,3686,3896,158,117,169,185,615,415,840,79,18,88,5,1341,573,1146,404,159,17,188
2019-03-08,5830,2984,4244,657,148,1340,2425,1168,4000,4472,227,143,151,175,744,633,1242,104,17,10,4,1729,785,1464,445,122,32,451
2019-03-09,10254,7546,13810,1359,341,1273,1017,2221,6380,7756,361,148,72,264,2192,1300,3294,144,12,3,39,3635,2092,4139,968,194,21,405
2019-03-10,7096,4356,9230,457,255,434,1076,1954,4669,5466,272,174,352,359,1395,885,2100,160,9,7,4,2561,1363,2720,826,155,47,176
2019-03-11,5098,3119,5546,388,196,466,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-12,0,230,223,0,0,0,7,1690,1903,2042,220,151,263,917,415,315,605,68,23,6,28,2018,890,1383,779,199,31,516
2019-03-13,6740,3999,6317,510,400,2930,582,906,3212,3297,177,154,142,348,629,404,840,90,17,42,44,1439,759,1175,649,171,77,126
2019-03-14,5835,3495,5382,612,357,1434,1545,996,4169,4422,206,139,117,281,561,454,850,90,29,7,39,1529,770,1172,927,104,46,50
2019-03-15,5418,3389,5462,514,308,1245,1278,923,3017,3039,238,216,69,378,540,334,689,96,30,5,54,1456,614,1068,688,140,55,119
2019-03-16,11135,5477,11147,346,326,2538,2255,1979,5397,6315,345,220,158,338,1712,1323,2837,127,17,18,36,3518,1972,3872,1130,261,55,172
2019-03-17,9565,5116,11028,747,469,1236,1201,2351,5400,6615,399,228,55,454,1986,1363,3104,140,34,12,59,3636,1971,3708,1151,322,49,377
2019-03-18,7729,4013,6010,1049,357,2508,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-19,0,503,487,0,0,0,16,2663,4803,5206,349,182,281,1448,1015,878,1568,241,54,18,12,3065,1829,2826,1319,184,120,445
2019-03-20,7369,3716,3496,818,285,3340,3146,584,2404,2507,160,143,55,123,298,224,427,23,11,41,20,1328,825,1083,704,101,38,227
2019-03-21,7077,4092,5806,818,425,2169,1951,993,2653,2746,164,195,300,241,628,499,958,118,21,20,10,1731,806,1176,517,203,51,590
2019-03-22,8792,4736,7246,1734,618,2520,1410,1574,4093,4515,374,268,109,401,921,1134,1760,197,36,51,11,2556,1257,1924,1131,317,121,320
2019-03-23,10505,5925,10191,1114,491,3845,789,1912,5020,5947,342,226,104,313,1583,803,2114,155,27,76,14,3112,1100,2870,913,153,13,263
2019-03-24,10571,6021,11966,637,526,1899,1564,2867,5953,7198,454,257,366,545,2356,1458,3512,258,20,12,12,4445,2021,4210,1338,243,53,622
2019-03-25,8803,5112,7247,815,486,3457,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-26,0,350,341,0,0,0,9,2941,4859,5260,467,270,610,1193,1123,1050,1862,129,14,77,91,3883,2147,2924,1912,354,134,706
2019-03-27,0,13687,6871,545,625,2720,2926,0,7581,6140,403,207,284,547,0,3295,2797,0,0,0,498,721,5894,3991,1213,997,395,19
2019-03-28,9260,5192,8839,612,313,2427,2261,1551,4738,5238,300,227,227,297,850,968,1643,71,25,31,48,2458,1031,1852,1250,141,33,213
2019-03-29,8934,6994,9866,507,461,2854,2240,1944,5817,6587,356,218,245,355,1484,1378,2563,166,29,6,98,3257,1886,3398,1379,117,60,189
2019-03-30,11176,5403,9092,940,362,4662,1523,1892,4020,4874,422,235,141,240,1434,783,1958,94,27,59,79,3712,1202,2978,1506,161,33,236
2019-03-31,10032,5819,10816,1269,408,1501,1857,2358,3702,4710,534,210,282,324,1595,966,2241,195,43,20,62,4089,1448,3662,1563,120,82,110
2019-04-01,9734,7649,9163,2181,458,2736,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-02,0,389,381,0,0,0,8,3302,5290,6149,555,252,231,1405,1935,1407,2621,249,25,223,224,4903,2990,4021,2600,327,67,878
2019-04-03,9906,8762,13202,1054,216,2948,1248,1880,5654,6621,361,103,188,261,1615,1088,2438,107,7,64,87,3362,2524,3029,2220,150,90,397
2019-04-04,9009,7640,11835,963,166,1728,1957,1998,5924,6839,392,144,280,267,2197,1419,3259,157,16,116,68,3681,2360,3870,1703,75,68,325
2019-04-05,10572,7262,11219,891,430,2183,3111,2284,5575,6846,457,136,190,230,2315,2129,3913,193,6,274,58,3807,2732,3760,2239,113,59,368
2019-04-06,13903,8049,15028,942,194,2362,3426,3106,4921,6777,419,135,167,529,3320,1742,4546,202,29,211,74,5472,3017,6145,1470,207,119,548
2019-04-07,13754,11642,19378,937,205,1186,3690,5167,7004,10801,601,140,296,333,5975,3300,8784,267,7,140,77,7159,4661,9153,1862,78,103,624
2019-04-08,10532,6946,12188,256,33,3306,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-09,0,439,430,0,0,0,9,3040,4686,5464,434,135,635,1058,1961,1343,2516,341,33,307,107,4941,3329,4533,2149,92,251,1245
2019-04-10,9960,7843,11856,448,85,3444,1970,1847,2423,3271,399,95,118,387,1224,963,1676,298,50,71,92,2676,1942,2543,1387,40,39,609
2019-04-11,10589,9082,13483,674,165,1732,3617,3566,6924,8959,592,137,106,696,2497,2166,4175,282,25,115,66,4043,3096,4437,2087,76,47,492
2019-04-12,12211,9683,12757,616,88,4110,4323,4447,7544,10735,442,160,116,538,3095,2265,4896,323,32,76,33,4478,3446,5473,1779,101,67,504
2019-04-13,17056,10928,21893,731,414,3174,1772,6157,10059,14604,535,196,228,653,7226,3619,10204,332,35,244,30,7887,4528,10076,1647,58,64,570
2019-04-14,10438,4725,8801,1223,193,2043,2903,2881,3295,4555,578,119,112,812,2152,957,2476,157,32,256,188,3754,1521,3503,1197,73,71,431
2019-04-15,13845,9363,15709,2205,203,2575,2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16,0,270,256,0,0,0,14,4455,7296,9158,626,151,901,915,2555,1918,3599,518,28,126,202,5820,4283,5476,4209,112,84,222
2019-04-17,11984,12180,17635,388,56,4334,1751,2935,7606,8928,555,112,354,592,2021,1600,3154,295,17,33,122,3739,2836,3542,2581,67,35,350
2019-04-18,8958,10926,14315,503,71,2678,2317,1431,4597,5039,437,110,143,299,1177,1392,2263,203,14,11,78,3505,2214,3121,2113,105,55,325
2019-04-19,11117,9339,14467,1173,164,3334,1318,2857,6049,7684,531,112,84,495,1900,1194,2726,184,25,19,140,3643,2280,3174,2162,83,63,441
2019-04-20,16283,8418,18480,445,131,3481,2164,4516,9543,11083,679,147,290,1860,4779,2320,6566,287,10,127,109,6384,3418,7324,2038,61,58,321
2019-04-21,13040,7030,15990,1090,351,1570,1069,3528,5399,7277,580,186,273,611,3205,1684,4401,243,18,56,171,5073,2375,5369,1756,62,55,206
2019-04-22,11068,8359,12953,1056,208,3459,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-23,0,157,137,0,0,0,20,3273,5901,6630,635,109,921,879,1546,2097,3065,363,7,125,83,6013,4280,5748,3010,196,199,1140
2019-04-24,0,20570,10896,494,512,5028,3640,0,11757,10160,644,106,411,436,0,5418,4623,0,0,0,795,1542,8460,6708,2107,507,550,130
2019-04-25,6735,11959,14689,640,102,2298,965,895,3637,4038,233,49,75,137,654,555,1001,187,1,16,4,2306,2852,3073,1876,15,16,178
2019-04-26,8446,12643,14856,784,160,3293,1996,1647,4117,4604,342,61,116,641,1130,1180,1976,202,1,102,29,2921,1806,2842,1352,53,44,436
2019-04-27,20351,12039,25438,2248,311,2914,1479,5260,10888,14641,550,185,167,605,4987,2634,7120,456,10,11,24,8335,4118,9742,1954,92,104,561
2019-04-28,18684,8778,19675,1534,429,2843,2981,3523,6723,5563,572,294,285,3532,2862,1796,4198,376,31,35,18,6299,2754,6751,1255,200,132,715
2019-04-29,14469,10922,19868,1150,582,794,2997,1121,3034,3727,199,94,92,43,713,464,957,160,31,7,22,1910,682,1510,648,184,39,211
2019-04-30,9401,4941,10097,569,500,1685,1491,3529,7837,9168,536,499,405,758,2133,1813,3418,264,45,97,122,6104,3334,5463,2948,593,104,330
2019-05-01,18249,19820,31402,771,632,2779,2485,3784,9607,12134,459,352,105,341,3374,2881,5874,229,50,51,51,7570,3765,8335,2244,323,105,328
2019-05-02,16229,11075,22856,1268,586,923,1671,2756,6548,7927,493,402,148,334,1735,1339,2648,226,58,33,109,5012,2755,4911,1792,364,132,568
2019-05-03,13849,14900,22818,1174,581,2120,2056,2884,8992,10622,596,335,114,209,1879,2627,4159,199,47,49,52,5364,4574,7044,1795,299,82,718
2019-05-04,18631,12214,27606,625,401,505,1708,4745,8528,11610,620,408,259,376,4231,2480,6226,228,64,60,133,7860,3541,8638,2196,190,114,263
2019-05-05,14999,29442,41140,588,240,1509,964,4020,9676,12169,638,236,150,503,3728,4402,7684,266,27,56,97,6917,5045,9931,1520,180,48,283
2019-05-06,11191,8905,14586,636,92,1881,2901,3131,5455,8189,195,34,54,114,2379,1586,3772,153,5,16,19,5715,2670,7488,664,53,30,150
2019-05-07,0,469,455,0,0,0,14,2722,6011,6664,493,78,682,816,1262,1214,2077,224,19,55,101,4240,2594,4385,1701,116,72,560
2019-05-08,6636,9963,12823,700,93,2638,345,1421,5986,6817,330,66,62,132,910,1266,1995,155,2,6,18,2816,2825,4070,976,69,23,503
2019-05-09,5836,11426,14511,152,17,1828,754,1843,7184,8307,343,83,79,215,1125,1693,2641,155,9,2,11,3469,2422,4002,1716,38,8,127
2019-05-10,6639,12160,15547,262,67,1676,1247,2261,8376,9838,352,79,109,259,1489,2692,3927,193,9,16,36,3775,2730,4636,1581,45,50,193
2019-05-11,11536,8848,15288,538,109,3386,1063,4301,7788,10969,437,137,118,428,3360,2299,5312,292,12,15,28,5966,2823,7140,935,55,42,617
2019-05-12,9254,7407,13168,1185,175,1379,754,3099,5485,7433,441,128,218,364,2115,1422,3284,205,6,22,20,4936,2054,5441,927,115,58,449
2019-05-13,6503,8430,11172,1074,428,1558,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-14,0,203,185,0,0,0,18,3230,6288,7071,523,115,794,1015,1173,1786,2680,204,11,12,52,4308,2848,4467,2166,150,61,312
2019-05-15,7508,12902,15738,685,164,3443,380,1605,6184,7177,242,75,122,173,868,1598,2277,147,11,9,22,3008,2127,3770,994,48,15,308
2019-05-16,6732,9635,11534,762,241,2734,1096,1597,4454,5419,260,68,29,275,1083,1094,1989,113,8,7,60,2502,2092,3007,1247,36,54,250
2019-05-17,7731,11618,12738,932,251,2531,2897,1764,6548,7411,326,97,173,305,1192,2102,3102,117,8,50,17,3394,2598,4282,1099,188,50,373
2019-05-18,12884,9687,17563,965,310,2330,1403,4166,8925,12130,438,71,84,368,3391,2253,5309,210,26,12,87,6204,3199,7801,911,73,46,572
2019-05-19,7551,3362,7918,595,195,1195,1010,1595,2990,3833,213,48,144,347,782,523,1140,102,12,28,23,2919,1120,3125,402,107,28,377
2019-05-20,9870,7213,11383,1251,328,3112,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21,0,118,111,0,0,0,7,3821,7597,8595,380,164,1313,966,1314,1802,2753,216,37,19,91,4649,3687,5126,1638,178,120,1274
2019-05-22,9877,11834,17571,1120,232,1970,818,1705,6511,7489,342,97,157,131,960,2246,3083,81,10,7,25,2668,2364,3421,1149,83,48,331
2019-05-23,8008,8552,11153,926,195,1953,2333,1677,5806,6850,232,74,111,216,872,1240,2003,61,7,10,31,2608,1504,2959,729,74,30,320
2019-05-24,9167,8826,13571,441,166,2567,1248,1931,5336,6482,347,68,195,175,870,1682,2342,126,12,6,66,2709,2512,3821,1064,66,49,221
2019-05-25,16065,10131,20706,1089,156,3383,862,3638,10137,12979,358,108,152,178,3073,1819,4608,157,23,53,51,4648,2121,5228,1117,69,53,302
2019-05-26,12001,7659,16022,813,252,716,1857,3110,6874,8915,362,119,235,353,1956,1114,2772,223,20,6,49,3964,1621,3920,1043,120,74,428
2019-05-27,6239,3889,5820,1095,188,1962,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-28,0,266,244,0,0,0,22,3590,6335,7320,407,200,1420,578,1286,1058,2100,162,7,20,55,4016,2823,4121,1183,249,118,1168
2019-05-29,1282,23839,17051,505,364,2922,4279,0,19044,18009,430,100,291,214,0,4810,4239,0,0,0,571,911,6221,6857,179,11,10,75
2019-05-30,8996,7825,11896,1446,352,2375,752,1444,5854,6738,222,68,39,231,918,1174,1932,95,10,33,22,2573,1564,2755,901,112,61,308
2019-05-31,9826,8107,14692,522,429,1288,1002,2155,5826,7239,265,81,209,187,1031,1434,2332,74,7,19,33,2373,1792,2865,859,88,48,305
2019-06-01,15858,9049,19863,1080,34,2089,1841,3789,8455,11355,285,169,120,315,2678,1378,3852,150,6,6,42,4653,1951,4825,1227,110,88,354
2019-06-02,9414,6453,13005,552,118,1297,895,3041,5271,7288,373,124,115,412,1610,918,2355,101,5,17,50,3576,1904,4130,779,175,77,319
2019-06-03,6895,8049,10428,513,32,1344,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-04,0,159,147,0,0,0,12,2799,5281,6387,319,132,317,925,910,1750,2381,214,16,16,33,3742,3018,4022,1870,68,96,704
2019-06-05,7418,8429,12452,537,128,1551,1179,1717,5175,6102,279,56,82,373,827,784,1461,106,10,23,11,2402,1828,2727,1217,96,22,168
2019-06-06,13048,11696,20798,593,172,761,2420,3571,10529,13102,376,95,232,295,1956,1258,2948,183,11,14,58,3963,2002,4615,788,89,70,403
2019-06-07,7874,4875,10087,427,147,1307,781,2364,5077,6592,206,125,140,378,1114,801,1745,64,11,27,68,2652,1041,2828,586,67,74,138
2019-06-08,16136,13649,25727,508,110,1177,2263,4464,9761,13260,331,138,125,371,3274,1822,4761,205,22,25,83,5356,3114,6694,1114,112,111,439
2019-06-09,9052,6667,12390,329,79,1632,1289,2596,4906,6605,316,89,119,373,1307,698,1719,225,19,7,35,3689,1516,3548,1012,140,82,423
2019-06-10,5684,4334,6980,562,93,2002,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-11,0,253,246,0,0,0,7,3013,5755,6693,405,168,624,878,1120,725,1593,142,10,10,90,3664,2106,3405,1369,199,108,689
2019-06-12,8897,8138,9303,1050,293,3172,3217,1452,4493,5259,252,97,119,218,732,820,1362,149,6,6,29,2153,1498,2298,813,163,64,313
2019-06-13,8153,6866,9953,710,167,2544,1645,1859,4186,5099,329,94,341,182,700,628,1139,98,21,32,38,2001,1288,1985,986,81,32,205
2019-06-14,7895,6948,9778,325,135,2527,2078,1783,4364,5476,266,80,177,148,923,667,1386,132,23,16,33,2423,1144,2116,922,143,98,288
2019-06-15,12157,8162,14610,434,203,3376,1696,2684,6159,7921,395,178,147,202,2425,1386,3567,207,2,4,31,4291,1850,4582,788,151,88,532
2019-06-16,12706,7163,14615,815,231,1282,2926,2589,4395,5910,386,146,269,273,1799,846,2391,131,16,29,78,3780,1281,3567,1088,130,34,242
2019-06-17,8642,2365,6873,578,213,1884,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-18,0,195,193,0,0,0,2,2373,4221,4584,296,138,836,740,720,469,908,205,21,16,39,2986,1479,2140,1620,168,91,446
2019-06-19,2085,14965,8261,956,434,2926,4473,1439,4538,5387,254,124,72,140,873,648,1269,135,15,13,89,2150,1061,1954,691,85,54,427
