ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2018-01-13,4732,2438,5308,786,94,256,726,1452,2950,4024,144,47,110,77,541,367,834,61,7,5,1,1752,759,1862,317,79,47,206
2018-01-14,5388,2973,6743,672,57,345,544,2148,2760,3908,286,97,190,427,916,490,1330,70,2,2,2,2409,888,2413,586,56,60,182
2018-01-15,3255,2058,4496,256,27,238,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,0,0,0,0,0,0,0,1336,1551,2018,153,58,60,598,270,328,528,24,7,23,16,1343,812,1451,428,29,43,204
2018-01-17,3215,2021,4240,337,29,409,221,1200,1401,2010,94,40,36,421,312,271,499,60,4,20,0,1273,578,1380,282,72,42,75
2018-01-18,3343,2118,4269,560,19,270,343,1009,1537,1986,137,62,160,201,304,238,471,46,7,18,0,1224,661,1425,383,34,12,31
2018-01-19,3421,3135,5732,175,15,204,430,1153,1678,2320,150,53,103,205,369,460,736,58,18,17,0,1236,548,1201,323,65,46,149
2018-01-20,7250,4243,10090,627,26,365,385,2535,3478,5133,236,52,206,386,813,566,1296,27,12,7,37,2485,1020,2695,345,57,84,324
2018-01-21,6184,3819,8074,335,147,414,1033,2177,2928,4130,207,81,147,540,823,538,1249,47,7,30,28,2517,1089,2874,269,44,52,367
2018-01-22,3152,2136,3635,392,141,504,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,0,0,0,0,0,0,0,1081,830,1095,122,69,215,410,243,188,321,48,9,45,8,1340,538,1076,472,78,47,205
2018-01-24,2037,1006,1773,350,87,278,555,726,509,711,57,32,89,346,77,91,139,10,12,3,4,543,199,351,176,26,53,136
2018-01-25,2318,1005,1748,417,84,257,817,830,1887,1865,170,60,271,351,79,75,124,23,0,2,5,593,306,433,229,39,69,129
2018-01-26,2424,1009,1805,437,90,236,865,981,769,1136,85,31,206,292,75,72,137,8,1,1,0,453,288,490,145,35,35,36
2018-01-27,4538,2091,4488,622,142,452,925,1653,2141,2801,192,105,135,561,346,281,550,43,12,9,13,1564,439,1191,487,38,49,238
2018-01-28,4768,2085,5096,444,92,491,730,1818,1628,2280,163,69,123,811,391,224,535,40,21,6,13,1734,577,1489,497,31,37,257
2018-01-29,3530,1381,3367,223,69,731,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-30,0,0,0,0,0,0,0,1559,1575,1860,139,86,441,608,266,253,439,60,10,6,4,1422,554,1085,349,47,109,386
2018-01-31,0,6551,3118,451,243,646,2093,0,3969,3021,165,69,126,588,0,1922,1714,0,0,0,208,417,3289,2761,396,214,329,6
2018-02-01,3127,1635,3146,259,108,649,600,975,1210,1586,89,70,192,248,264,303,493,52,9,2,11,888,566,925,295,31,13,190
2018-02-02,3376,1571,3404,385,155,340,663,1240,1623,2057,161,63,310,272,335,284,531,70,3,15,0,940,450,921,165,39,28,237
2018-02-03,4563,1817,4729,297,96,522,736,1820,1926,2782,183,100,270,411,520,328,777,45,5,10,11,1633,553,1503,390,48,19,226
2018-02-04,4275,1638,4175,199,93,530,916,1586,1222,1724,181,65,318,520,353,252,502,56,12,16,19,1304,530,1141,374,19,45,255
2018-02-05,2984,1172,2787,270,133,557,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-06,0,0,0,0,0,0,0,1148,950,1096,141,59,345,457,208,184,313,62,7,9,1,1271,478,623,465,83,74,504
2018-02-07,3391,1407,3524,272,75,360,567,851,967,1097,171,75,157,318,250,187,325,74,1,32,5,715,416,648,286,66,17,114
2018-02-08,4396,1929,3722,168,96,1330,1009,1347,1433,1730,271,30,241,508,303,272,453,82,11,28,1,1055,574,804,384,58,67,316
2018-02-09,4198,1562,4001,409,59,706,585,1186,1447,1727,273,97,297,239,322,345,583,74,4,5,1,1204,560,894,623,67,25,155
2018-02-10,5917,2717,6104,629,185,912,804,2056,2735,3563,310,124,336,458,708,516,1125,87,11,1,0,2109,843,1758,630,108,76,380
2018-02-11,5619,2176,5020,712,255,889,919,1569,1627,1981,304,166,228,517,470,342,707,87,9,9,0,1871,874,1476,824,91,46,308
2018-02-12,3696,1511,3801,534,136,375,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-13,0,0,0,0,0,0,0,1521,1361,1604,361,138,299,480,496,343,679,135,3,22,0,1966,925,1317,1073,194,104,203
2018-02-14,3926,1624,3637,720,36,754,403,958,1088,1308,278,68,116,276,355,268,509,81,2,26,5,947,472,747,490,17,53,112
2018-02-15,0,17488,10880,2177,485,1356,2590,0,5690,4085,544,58,496,507,0,3658,3222,0,0,0,436,715,5652,4566,1052,128,607,14
2018-02-16,0,34481,27564,1960,466,1891,2600,0,10543,8030,694,89,482,1248,0,12237,11503,0,0,0,734,882,18235,16637,1616,261,564,39
2018-02-17,0,52494,41749,3420,618,2757,3950,0,10082,8001,637,51,462,931,0,9575,9026,0,0,0,549,887,13112,11455,1649,218,642,35
2018-02-18,0,19411,13432,1299,211,1203,3266,0,7734,5695,528,81,664,766,0,5104,4660,0,0,0,444,743,7471,6120,1258,151,680,5
2018-02-19,6784,3902,6316,924,94,1555,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-20,0,0,0,0,0,0,0,1820,2103,2279,510,163,164,807,708,636,1124,135,19,39,27,2878,1354,1930,1318,93,236,655
2018-02-21,6708,6331,8595,626,116,1968,1734,1289,1944,1996,278,98,540,321,480,564,901,81,13,43,6,1591,839,1393,756,66,75,140
2018-02-22,6010,3865,6408,244,164,1655,1404,1457,1823,2137,261,128,492,262,538,501,870,74,14,44,37,1482,808,1298,743,59,74,116
2018-02-23,5823,3594,5463,762,140,1617,1435,1284,1943,2344,260,80,310,233,546,429,848,67,11,23,26,1774,860,1579,806,67,54,128
2018-02-24,8227,5497,10638,298,105,1111,1572,2469,3787,5043,375,123,319,396,1183,720,1681,100,18,94,10,2958,1574,3081,1090,124,53,184
2018-02-25,7283,5404,10082,546,179,804,1076,2589,3256,4532,272,138,407,496,1503,925,2246,140,20,14,8,2847,1552,3120,971,47,78,183
2018-02-26,4933,3488,6057,450,127,765,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-27,0,0,0,0,0,0,0,1848,2135,2686,467,111,133,586,627,651,1060,148,24,13,33,2744,2022,2709,1860,84,69,44
2018-02-28,0,6579,2522,635,389,607,2426,0,2559,1926,192,44,134,263,0,990,863,0,0,0,127,232,1947,1536,338,92,189,24
2018-03-01,5162,4410,7732,472,100,549,719,1543,3265,4005,297,114,129,263,879,549,1313,77,20,10,8,2485,1037,2311,988,103,38,82
2018-03-02,4189,3315,5787,232,112,615,758,1498,1309,1731,234,104,162,576,509,372,756,67,38,10,10,1648,738,1302,789,93,26,176
2018-03-03,9153,6732,13763,490,122,711,799,3122,4208,6161,348,140,68,613,1989,1240,3021,128,42,9,29,4032,1986,4073,1779,85,31,50
2018-03-04,4879,2900,6167,306,170,358,778,1539,2122,2811,269,96,296,189,751,474,1068,110,17,15,15,2224,927,1845,906,125,47,228
2018-03-05,3381,1609,3107,722,112,491,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-06,0,0,0,0,0,0,0,1654,1513,2012,243,174,398,340,671,542,1037,119,39,6,12,2013,1353,1827,1047,170,51,271
2018-03-07,4213,2534,4442,686,315,460,844,1007,1369,1743,186,128,94,225,538,388,778,80,19,21,28,1719,925,1301,1087,136,15,105
2018-03-08,3643,1714,3875,273,155,337,717,988,1022,1342,159,107,123,279,354,258,508,62,22,10,10,983,630,808,389,174,17,225
2018-03-09,5357,2680,4764,730,310,576,1657,1228,1425,1982,224,131,121,195,419,430,726,84,20,11,8,1435,909,1142,727,108,58,309
2018-03-10,9204,5557,11504,819,270,1047,1121,2632,3978,5527,422,281,124,256,1426,900,2176,132,13,2,3,3607,1991,3619,1521,141,48,269
2018-03-11,8480,5538,11730,416,178,651,1043,2730,3309,4551,370,242,232,644,1608,1046,2438,153,35,8,20,3506,2006,3773,1529,112,40,58
2018-03-12,4732,3075,5390,598,252,537,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,0,0,0,0,0,0,0,2024,1759,2572,279,212,167,553,647,566,1033,86,56,18,20,2549,1550,2011,1230,312,47,499
2018-03-14,5697,3636,7137,617,45,529,1005,1877,1833,2997,231,154,166,162,839,611,1263,102,31,35,19,1726,1364,1973,791,125,32,169
2018-03-15,2724,1333,2702,268,85,394,608,937,1270,1511,192,101,37,366,258,146,315,31,11,35,12,952,427,630,535,111,12,91
2018-03-16,5609,3746,6178,960,400,821,996,1756,2913,3627,296,238,97,411,770,593,1147,128,23,52,13,1995,1131,1796,1094,80,14,142
2018-03-17,11655,7757,16266,609,154,944,1439,3815,5346,7898,394,250,153,466,2213,1353,3355,154,15,31,11,4241,2232,4635,1250,204,65,319
2018-03-18,9430,5503,11011,574,320,900,2128,2690,3269,4441,415,233,273,597,1315,903,2003,90,53,25,47,3328,2088,3601,1385,185,26,219
2018-03-19,4595,2300,3747,608,400,439,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-20,0,0,0,0,0,0,0,1717,1586,1920,311,157,478,437,694,373,847,133,58,21,8,2769,1294,1851,1255,300,54,603
2018-03-21,4364,2998,5043,507,315,530,967,1152,879,1204,123,109,207,388,352,176,323,104,23,68,10,1217,645,904,391,102,29,436
2018-03-22,6705,4427,7625,746,273,992,1496,1433,2047,2480,322,194,211,273,595,564,958,118,33,28,22,2124,1126,1494,1107,206,118,325
2018-03-23,5610,4657,7422,689,336,474,1346,1839,2152,3068,239,161,72,451,762,552,1082,136,19,62,15,2217,1167,1982,945,95,78,284
2018-03-24,10354,6603,13051,1235,542,500,1629,3567,5066,7341,494,203,163,432,1838,1068,2607,181,42,44,32,4293,2371,4744,1343,150,63,364
2018-03-25,10299,6022,12251,1160,272,761,1877,2879,3357,4865,416,211,372,372,1504,884,2072,140,29,127,20,3889,1966,3673,1590,278,37,277
2018-03-26,6528,5425,9267,657,205,224,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,0,0,0,0,0,0,0,1999,1825,2206,456,385,256,521,754,576,989,145,81,81,34,3648,2005,2562,2131,250,59,651
2018-03-28,0,10161,4801,413,310,873,3764,0,7486,6047,490,191,355,403,0,3217,2545,0,0,0,672,742,6032,4186,1721,524,281,62
2018-03-29,6765,3973,7384,238,128,1210,1778,1751,1857,2697,345,144,257,165,812,741,1201,185,17,145,5,2360,1260,1906,1191,73,58,392
2018-03-30,7815,6060,10692,150,160,1327,1546,2776,3207,4891,384,179,257,272,1029,1309,2087,168,39,20,24,3224,2049,3261,1771,66,55,120
2018-03-31,13657,8877,17656,1142,276,579,2881,4751,5438,8691,610,290,254,344,2971,1794,4360,228,41,98,38,5831,3212,6810,1682,93,57,401
2018-04-01,11139,7445,13922,1104,410,696,2452,4012,3658,6097,643,230,321,379,2196,1260,3017,274,51,82,32,5033,2139,4798,1795,138,102,339
2018-04-02,7984,4741,9431,841,364,533,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-03,0,0,0,0,0,0,0,3204,2232,3704,529,184,481,538,1805,1559,2741,285,59,279,0,6554,4577,6532,3073,203,263,1060
2018-04-04,8089,7842,12313,466,144,621,2387,3309,2784,4947,479,118,113,436,1857,1237,2545,349,41,156,3,3662,1948,3389,1407,101,141,572
2018-04-05,4597,3701,5396,458,156,385,1903,997,757,1081,194,83,73,323,715,436,693,97,11,347,3,2263,918,1535,1058,38,137,413
2018-04-06,9615,7202,11526,1093,332,948,2918,1892,1709,2392,433,130,223,423,1422,1112,1885,191,7,419,32,4052,2085,3220,1802,108,195,812
2018-04-07,12549,9232,16945,902,320,620,2994,3263,2973,4872,518,192,337,317,2872,1910,4220,348,28,179,7,5937,3913,7272,1660,103,108,707
2018-04-08,9791,5936,12387,909,92,697,1642,2299,2419,3562,414,84,169,489,2519,1402,3345,163,18,386,9,4695,2788,5409,1506,65,138,365
2018-04-09,8240,6129,11532,917,99,240,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,0,0,0,0,0,0,0,3280,2472,4244,459,159,380,510,2237,1711,3153,319,3,437,36,4731,3879,5694,2047,58,114,697
2018-04-11,8395,8516,13180,471,147,835,2278,2312,2557,3766,458,108,87,450,1683,1317,2364,260,9,352,15,3475,4031,5265,1879,119,64,179
2018-04-12,7838,8891,13729,841,96,235,1828,2871,2578,4072,421,142,218,596,1771,1319,2715,124,13,222,16,3772,2673,4263,1612,122,54,394
2018-04-13,8548,9566,14095,579,141,598,2701,2747,3380,4854,414,107,287,465,1595,2119,3368,158,7,162,19,3907,2958,4393,1696,102,44,630
2018-04-14,8734,4510,9894,467,163,574,2146,1909,2207,3252,312,120,211,221,1482,769,1866,118,16,234,17,4114,1711,3775,1284,81,43,642
2018-04-15,13378,7364,15949,903,177,400,3313,3117,3582,4992,538,176,256,737,2985,1611,3890,228,11,394,73,6198,2728,5749,2022,140,110,905
2018-04-16,8698,7100,12310,1116,133,179,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,0,0,0,0,0,0,0,2420,3102,4078,346,116,421,561,1715,2500,3777,306,21,37,74,5035,6251,6703,3340,101,62,1080
2018-04-18,7593,11992,16495,402,82,341,2265,2255,2465,3640,357,125,260,338,1434,1641,2750,221,11,83,10,3181,3603,4468,1722,98,50,446
2018-04-19,6033,8864,11519,957,141,299,1981,2034,2249,3304,308,94,125,452,1362,1065,2242,77,16,77,15,3137,2509,3888,1262,85,50,361
2018-04-20,7205,7100,11025,859,177,364,1880,2444,1967,3438,324,85,314,250,1259,771,1763,168,4,80,15,3161,3412,3593,2611,85,53,231
2018-04-21,13468,8633,17930,959,241,361,2610,4529,4555,7728,510,182,183,481,2995,1752,4486,138,12,86,25,5732,3739,7180,1770,145,72,304
2018-04-22,8346,4626,9587,578,525,270,2012,1913,1987,2861,321,124,195,399,1610,716,1924,234,4,142,22,3636,1513,3406,1119,111,82,431
2018-04-23,2065,3026,3970,233,131,197,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-24,0,0,0,0,0,0,0,3230,2761,3278,1197,138,548,830,1180,1179,1889,272,10,126,62,4971,5597,7340,2315,137,77,699
2018-04-25,0,14441,8046,992,250,1852,3301,0,9756,8113,934,31,161,517,0,5588,4940,0,0,0,648,1779,9829,8240,2433,428,475,32
2018-04-26,6110,13433,16622,608,174,484,1655,1974,3221,4130,363,80,258,364,1135,1367,2228,139,7,111,17,3555,4265,5381,2118,59,23,239
2018-04-27,7721,11186,16376,358,21,409,1743,2283,2511,3871,381,89,132,321,1370,1709,2777,217,8,32,45,4205,2828,4657,2156,35,32,153
2018-04-28,13939,10347,19426,882,207,551,3220,4008,4830,7572,534,170,259,303,5720,2017,7322,221,18,147,29,7393,3790,8449,2569,49,45,71
2018-04-29,16986,8618,20749,1135,388,545,2787,3798,3765,5749,694,174,200,746,5632,1721,6854,298,62,71,68,6759,3507,7287,2381,171,60,367
2018-04-30,13594,7828,16926,480,174,692,3150,907,843,1384,217,47,50,52,2756,518,3093,110,28,35,8,2316,851,1669,1186,98,34,180
2018-05-01,9090,4799,12663,526,126,279,295,3130,4268,5757,534,280,301,526,4515,1631,5759,312,29,34,12,6284,5091,7101,3401,193,89,591
2018-05-02,7480,8103,13751,471,61,365,935,766,1774,1837,357,79,93,174,2353,1195,3399,76,16,45,12,1577,1573,1950,991,68,6,135
2018-05-03,8621,7960,14310,414,218,463,1176,1352,2332,2882,328,179,82,213,3028,787,3546,180,41,26,22,2945,3952,4699,1723,105,26,344
2018-05-04,10734,10168,18891,690,293,274,754,2426,4876,6115,459,262,119,347,3993,3292,6969,245,24,39,8,3893,4205,4828,2673,200,30,367
2018-05-05,15455,27606,39959,752,206,292,1852,4567,8528,11571,595,262,277,390,5652,3814,9076,298,44,46,2,7128,7930,12479,1907,209,39,424
2018-05-06,11276,5454,14177,613,189,279,1472,3437,3233,5515,418,150,112,475,4524,1090,5454,139,5,12,4,4639,1768,4812,1292,35,33,235
2018-05-07,11341,9744,18257,1028,129,451,1220,2919,2686,5074,252,42,86,151,1843,1312,2967,107,1,45,35,5438,3312,6972,1629,35,27,87
2018-05-08,0,0,0,0,0,0,0,1837,1971,2609,416,102,167,514,965,1848,2571,182,8,14,38,3507,2819,4313,1784,35,31,163
2018-05-09,5173,11106,13328,1121,136,347,1347,2157,3781,4920,332,97,146,443,986,2331,3117,108,11,62,19,2918,3443,4072,1927,39,21,302
2018-05-10,5238,9196,11881,390,109,475,1579,1810,2730,3643,327,82,115,373,1010,1897,2705,118,24,36,24,3103,3237,3579,2538,58,42,123
2018-05-11,5995,10953,14092,966,130,205,1555,5298,8506,12722,417,119,113,433,2094,2236,4066,146,11,68,39,3797,3354,4162,2730,82,35,142
2018-05-12,5305,3121,5957,499,96,567,1307,2758,3601,5646,161,46,60,446,607,922,1468,43,0,11,7,2706,1120,2779,846,38,25,138
2018-05-13,11400,6919,15403,923,185,718,1090,3684,4180,6536,508,224,196,400,2388,1431,3464,222,9,62,62,6209,2690,5843,2509,79,42,426
2018-05-14,6466,8372,11244,1079,308,416,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-15,0,0,0,0,0,0,0,2186,5521,6500,499,143,264,301,908,3087,3687,270,16,15,7,4519,4215,4872,3126,148,61,527
2018-05-16,3521,6665,8510,483,73,481,639,996,1909,2309,177,67,32,320,-241,604,259,66,8,30,0,1073,1917,1346,1399,45,19,181
2018-05-17,3607,7003,8934,169,83,452,972,1027,2192,2652,178,53,192,144,347,1187,1416,61,1,56,0,1689,2557,2638,1416,45,13,134
2018-05-18,4467,9069,11885,503,49,272,827,1702,5080,5905,288,131,223,235,546,1638,2035,84,12,45,8,2831,2376,3073,1944,23,21,146
2018-05-19,13293,10687,20898,761,167,509,1645,4766,6081,9706,448,209,176,308,3070,1892,4652,224,13,40,33,6910,4175,8720,1876,122,40,327
2018-05-20,15594,8928,22128,588,199,410,1197,4551,5246,8482,398,191,279,447,3728,1733,5177,150,16,115,3,6598,2952,7278,1600,169,81,422
2018-05-21,11657,8252,17561,743,225,389,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-22,5698,4350,8891,516,120,100,421,3378,4418,6554,283,140,418,401,2721,1559,4109,126,3,24,18,4656,2861,5797,1241,112,62,305
2018-05-23,5906,7038,11555,481,92,267,549,2097,3656,4933,239,118,55,408,874,1284,2014,112,5,7,20,2082,1930,2479,1327,83,22,101
2018-05-24,6115,6789,11090,541,121,446,706,1612,3592,4406,251,74,239,234,1066,1128,1957,124,13,75,25,2234,1972,2516,1422,44,38,186
2018-05-25,8641,7728,14091,667,103,496,1012,2313,3558,4918,271,123,290,269,1193,1901,2864,133,19,54,24,2803,2569,3056,2031,107,55,123
2018-05-26,14684,8573,19354,1006,264,748,1885,4000,5384,7880,519,155,286,544,3903,1296,4999,157,7,11,25,4156,2675,4890,1312,114,39,476
2018-05-27,13537,6978,17458,808,149,670,1430,3211,4247,6098,410,143,308,499,2407,1176,3283,220,12,26,42,4086,2101,4060,1608,178,82,259
2018-05-28,7582,5554,10045,734,201,192,1964,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-29,0,0,0,0,0,0,0,2404,3404,4634,328,117,227,502,1208,638,1569,178,23,26,50,3545,3050,3141,2976,104,61,313
2018-05-30,2007,9800,7873,295,226,728,2685,0,9017,7789,377,90,374,387,414,3362,3255,0,0,0,521,935,5430,4265,1375,324,362,39
2018-05-31,7063,8624,13031,344,149,375,1788,1685,2931,4100,240,67,58,151,1145,768,1712,95,11,77,18,2587,1570,2416,1370,97,62,212
2018-06-01,8735,6515,12397,729,130,862,1132,1846,2649,3570,274,85,333,233,1539,1665,2996,138,16,38,16,2336,2026,2266,1788,80,49,179
2018-06-02,12783,6794,15736,1341,288,690,1522,3615,4099,6614,392,139,177,392,3846,1128,4770,137,20,27,20,3731,1640,3932,1064,114,28,233
2018-06-03,8316,4497,9982,1064,99,777,891,2921,2531,4360,412,105,272,303,1067,735,1581,138,21,35,27,3116,1730,3409,1174,111,34,118
2018-06-04,5628,4124,7299,718,143,813,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-05,0,524,519,0,0,0,5,2101,2573,3443,332,112,176,611,688,758,1221,160,18,31,16,3165,2129,3149,1291,222,112,520
2018-06-06,8822,5449,11542,559,39,848,1283,2909,3362,5381,251,62,201,376,1565,925,2244,136,7,99,4,3788,1692,4050,1189,47,18,176
2018-06-07,4710,4289,6565,245,68,648,1473,1348,1380,2109,188,100,101,230,495,734,1048,83,4,89,5,1969,990,1569,1096,96,26,172
2018-06-08,5814,4348,7378,269,164,776,1575,1708,2262,3238,284,75,70,303,600,931,1335,99,5,86,6,2297,1621,2398,1275,83,25,137
2018-06-09,10100,6436,12728,820,191,1113,1684,3035,3528,5574,280,120,130,459,1351,1054,2180,165,14,40,6,3632,2113,3818,1465,129,50,283
2018-06-10,8922,5029,10248,1684,324,873,822,2795,3056,4741,339,125,177,469,1265,769,1809,149,8,56,12,3611,1612,3547,1371,88,76,141
2018-06-11,6427,3665,7407,1374,234,374,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,0,665,659,0,0,0,6,2507,1945,2967,350,134,142,859,840,686,1344,136,8,37,1,3568,1882,2975,2060,80,90,245
2018-06-13,9328,6779,12015,2095,254,691,1052,2711,2887,4707,259,146,266,220,1234,945,1959,163,24,10,23,3273,1428,3104,1346,84,22,145
2018-06-14,5429,3635,6532,627,152,637,1116,1232,1788,2196,173,65,214,372,512,415,766,99,5,45,12,1661,854,1128,1126,96,33,132
2018-06-15,7292,4964,7931,1645,281,889,1510,1964,2490,3360,329,134,275,356,719,713,1234,89,19,64,26,2412,1101,1712,1295,178,55,273
2018-06-16,13357,5218,13004,1574,410,1471,2116,3617,3736,6180,428,184,173,388,1544,1036,2294,167,32,42,45,4382,1873,3904,1719,163,141,328
2018-06-17,14347,5965,16730,701,78,758,2045,2675,3764,4157,431,157,298,1396,1775,818,2338,152,20,51,32,3553,1391,2728,1585,199,157,275
2018-06-18,7730,4488,9286,883,75,206,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-19,0,478,259,0,0,0,219,2339,2397,3034,455,161,301,785,1032,726,1452,257,24,13,12,3405,2154,2550,2488,255,58,208
2018-06-20,9816,5951,11169,1049,326,681,2542,1731,2243,2914,296,120,303,341,813,486,1102,135,16,36,10,5178,842,4512,1105,133,46,224
2018-06-21,8207,5078,10364,888,112,360,1561,1863,1722,2330,332,104,318,501,922,451,1151,138,1,60,23,2043,988,1729,958,108,58,178
2018-06-22,9505,3748,10533,234,202,328,1956,1541,1597,2337,279,102,78,342,1536,544,1765,257,8,49,1,1911,699,1272,1174,55,31,78
